endocrine system,endocrine process,GO:0050886,growth and development,developmental growth,GO:0048589,growth stimulation,positive regulation of developmental growth,GO:0048639,growth hormone production,growth hormone secretion,GO:0030252,,,,,,,,,,,,,,"GH stimulates growth, lipolysis, and hepatic IGF-1 production",organ,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,,does,X secretion,growth hormone,,,"[0, 5]",units = ng/mL,minutes,,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,growth and development,developmental growth,GO:0048589,growth stimulation,positive regulation of developmental growth,GO:0048639,growth hormone production,growth hormone secretion,GO:0030252,,,,,,,,,,,,,,,cell,white adipose tissue,white adipose tissue,UBERON:0001347,white adipocyte,white adipocyte,CL:0000448,growth hormone,increases,X conversion to Y,triglyceride,free fatty acid,,,,minutes,circulatory,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,growth and development,developmental growth,GO:0048589,growth stimulation,positive regulation of developmental growth,GO:0048639,growth hormone production,growth hormone secretion,GO:0030252,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,growth hormone,increases,X secretion,igf-1,,,,,minutes,circulatory,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,germ cell maturation,germ cell proliferation,GO:0036093,follicle stimulating hormone production,follicle-stimulating hormone secretion,GO:0046884,,,,,,,,,,,,,,FSH stimulates granulosa cells in females and Sertoli cells in males; FSH is released from the anterior pituitary in response to GnRH,organ,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,,does,X secretion,follicle stimulating hormone,,,"[1, 30]","units = mU/mL, [2, 9] for female follicular phase, [4, 22] for female mid-cycle peak, [30, ] for post-menopausal female, [1, 7] for male",minutes,,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,germ cell maturation,germ cell proliferation,GO:0036093,follicle stimulating hormone production,follicle-stimulating hormone secretion,GO:0046884,,,,,,,,,,,,,,,organ,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,gonadotropin releasing hormone,increases,X secretion,follicle stimulating hormone,,,,,minutes,circulatory,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,thyroid hormone regulation,regulation of thyroid hormone generation,GO:2000609,thyroid stimulating hormone production,thyroid-stimulating hormone secretion,GO:0070460,,,,,,,,,,,,,,TSH is produced by thyrotropes in the anterior pituitary,organ,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,,does,X secretion,thyroid stimulating hormone,,,"[0.5, 4]",units = mU/L,minutes,,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,circadian rhythm regulation,regulation of circadian rhythm,GO:0042752,,,,,,,,,,,,,,,,,suprachiasmatic nucleus serves as the body's master clock regulator,,hypothalamus,hypothalamus,UBERON:0001898,suprachiasmatic nucleus,suprachiasmatic nucleus,UBERON:0002034,,,,,,,,,hours,systemic,systemic,,,,,,,,,,,,,thyroid hormone release,,,sleep/wake cycle,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,circadian rhythm regulation,regulation of circadian rhythm,GO:0042752,light/dark processing,,,,,,,,,,,,,,,,SCN neurons integrate environmental light cues to synchronize circadian rhythm,,hypothalamus,hypothalamus,UBERON:0001898,suprachiasmatic nucleus,suprachiasmatic nucleus,UBERON:0002034,,,,,,,,,hours,systemic,systemic,,,,,,,,,,,,,melatonin production,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,circadian rhythm regulation,regulation of circadian rhythm,GO:0042752,melatonin production,,,,,,,,,,,,,,,,melatonin promotes sleep and is secreted according to light/dark cycles,tissue,epithalamus,epithalamus,UBERON:0001899,pineal gland,pineal body,UBERON:0001905,,does ,X secretion,melatonin,,,"[0.02, 2]",units = ng/mL,hours,,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,,,,,,,,,,,,,,,,,glucose sensing neurons in the hypothalamus regulate feeding and satiety,,ventromedial hypothalamus,ventromedial hypothalamus,UBERON:0001935,glucose-sensing neurons,tanycyte,CL:0002085,,,,,,,,,minutes,systemic,systemic,,,,,,,,,,,,,metabolism changes,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,fluid and electrolyte homeostasis,multicellular organismal-level water homeostasis,GO:0050891,,,,,,,,,,,,,,,,,osmoreceptors in the hypothalamus regulate thirst and vasopressin release,,median preoptic nucleus,median preoptic nucleus,UBERON:0002625,osmoreceptors,,,,,,,,,,,minutes,systemic,systemic,,,,,,,,,,,,,diuresis,,,natriuresis,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,thyroid hormone synthesis,,,T4 synthesis,,,,,,,,,,,,,,,,"thyroid epithelial cells produce T4; TPO oxidizes iodide to iodine, then attaches it to tyrosine residues on thyroglobulin to create MIT and DIT; two DIT molecules constitute T4",cell,thyroid follicle,thyroid follicle,UBERON:0005305,thyroid epithelial cell,epithelial cell of thyroid gland,CL:0002257,,does ,X secretion,t4,,,"[0.8, 1.8]",units = ng/dL,minutes,,circulatory,free T4,,3024-7,,,,,,,,,,cardiovascular function,,,metabolism changes,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,4,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,calcitonin production,calcitonin secretion,GO:0036161,,,,,,,,,,,,,,calcitonin lowers serum calcium by inhibiting bone resorption,cell,thyroid follicle,thyroid follicle,UBERON:0005305,parafollicular C cells,parafollicular cell,CL:0000570,,does ,X secretion,calcitonin,,,,,minutes,,circulatory,plasma calcitonin,,1992-7,,,,,,,,,,bone resorption,,,renal calcium handling,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,4,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,thyroid hormone synthesis,,,T4 deiodination,,,,,,,,,,,,,,,,"deiodination of T4 generates T3, the active form of thyroid hormone (10% in thyroid)",cell,thyroid follicle,thyroid follicle,UBERON:0005305,thyroid epithelial cell,epithelial cell of thyroid gland,CL:0002257,,does ,X conversion to Y,t4,t3,,"[2.3, 4.2]","units = pg/mL, 10% of t3 is produced by the thyroid",minutes,,circulatory,free T3,,3051-0,,,,,,,,,,cardiovascular function,,,metabolism changes,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,4,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,thyroid hormone synthesis,,,T4 deiodination,,,,,,,,,,,,,,,,"deiodination of T4 generates T3, the active form of thyroid hormone (90% in peripheral tissues)",cell,proximal tubule,proximal tubule,UBERON:0004134,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,does ,X conversion to Y,t4,t3,,,"units = pg/mL, 90% of t3 is converted peripherally by liver, kidney, and skeletal muscle",minutes,,circulatory,free T3,,3051-0,,,,,,,,,,cardiovascular function,,,metabolism changes,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,4,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,thyroid hormone synthesis,,,T4 deiodination,,,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,,does ,X conversion to Y,t4,t3,,,,minutes,,circulatory,free T3,,3051-0,,,,,,,,,,cardiovascular function,,,metabolism changes,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,4,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,thyroid hormone synthesis,,,T4 deiodination,,,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,skeletal myocytes,skeletal muscle fiber,CL:0008002,,does ,X conversion to Y,t4,t3,,,,minutes,,circulatory,free T3,,3051-0,,,,,,,,,,cardiovascular function,,,metabolism changes,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,4,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,thyroid hormone synthesis,,,thyroglobulin storage,,,,,,,,,,,,,,,,thyroglobulin is stored in colloid ,cell,thyroid gland,thyroid gland,UBERON:0002046,colloid,colloid of thyroid follicle,UBERON:0012364,,does ,X storage,thyroglobulin,,,"[0, 20]",units = ng/mL,minutes,,intra-organ,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,4,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,parathyroid hormone secretion,GO:0035898,,,,,,,,,,,,,,"PTH increases calcium and decreases phosphate by promoting reabsorption in the kidney, increasing bone resorption, increasing vitamin D activation, and increasing calcium uptake from the small intestine",cell,parathyroid gland,parathyroid gland,UBERON:0001132,chief cells,chief cell of parathyroid gland,CL:0000446,,does ,X secretion,parathyroid hormone,,,"[10, 65]",units = pg/mL,minutes,,circulatory,plasma PTH,parathyrin in serum or plasma,35566-9,serum calcium,calcium in serum or plasma,17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,renal phosphate reabsorption,renal absorption,GO:0070293,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,parathyroid hormone secretion,GO:0035898,,,,,,,,,,,,,,,cell,parathyroid gland,parathyroid gland,UBERON:0001132,chief cells,chief cell of parathyroid gland,CL:0000446,calcium,decreases,X secretion,parathyroid hormone,,,,,minutes,circulatory,circulatory,plasma PTH,parathyrin in serum or plasma,35566-9,serum calcium,calcium in serum or plasma,17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,renal phosphate reabsorption,renal absorption,GO:0070293,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,response to parathyroid hormone,GO:0071107,,,,,,,,,,,,,,,cell,distal convoluted tubule,distal convoluted tubule,UBERON:0001292,kidney distal convoluted tubule epithelial cell,kidney distal convoluted tubule epithelial cell,CL:1000849,,does,X uptake,calcium,,,"[8.6, 10.2]",units = mg/dL,minutes,,circulatory,plasma PTH,parathyrin in serum or plasma,35566-9,serum calcium,calcium in serum or plasma,17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,renal phosphate reabsorption,renal absorption,GO:0070293,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,response to parathyroid hormone,GO:0071107,,,,,,,,,,,,,,,cell,distal convoluted tubule,distal convoluted tubule,UBERON:0001292,kidney distal convoluted tubule epithelial cell,kidney distal convoluted tubule epithelial cell,CL:1000849,parathyroid hormone,increases,X uptake,calcium,,,,,minutes,circulatory,circulatory,plasma PTH,parathyrin in serum or plasma,35566-9,serum calcium,calcium in serum or plasma,17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,renal phosphate reabsorption,renal absorption,GO:0070293,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,response to parathyroid hormone,GO:0071107,,,,,,,,,,,,,,,cell,proximal tubule,proximal tubule,UBERON:0004134,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,does,X uptake,phosphate,,,"[3.0, 4.5]",units = mg/dL,minutes,,circulatory,plasma PTH,parathyrin in serum or plasma,35566-9,serum calcium,calcium in serum or plasma,17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,renal phosphate reabsorption,renal absorption,GO:0070293,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,response to parathyroid hormone,GO:0071107,,,,,,,,,,,,,,,cell,proximal tubule,proximal tubule,UBERON:0004134,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,parathyroid hormone,decreases,X uptake,phosphate,,,,,minutes,circulatory,circulatory,plasma PTH,parathyrin in serum or plasma,35566-9,serum calcium,calcium in serum or plasma,17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,renal phosphate reabsorption,renal absorption,GO:0070293,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,response to parathyroid hormone,GO:0071107,,,,,,,,,,,,,,,cell,bone,bone tissue,UBERON:0002481,osteoclast,osteoclast,CL:0000092,,does ,X secretion,calcium,,,"[8.6, 10.2]",units = mg/dL,"minutes, hours",,circulatory,plasma PTH,parathyrin in serum or plasma,35566-9,serum calcium,calcium in serum or plasma,17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,renal phosphate reabsorption,renal absorption,GO:0070293,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,response to parathyroid hormone,GO:0071107,,,,,,,,,,,,,,,cell,bone,bone tissue,UBERON:0002481,osteoclast,osteoclast,CL:0000092,parathyroid hormone,increases,X secretion,calcium,,,,,"minutes, hours",circulatory,circulatory,plasma PTH,parathyrin in serum or plasma,35566-9,serum calcium,calcium in serum or plasma,17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,renal phosphate reabsorption,renal absorption,GO:0070293,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,response to parathyroid hormone,GO:0071107,,,,,,,,,,,,,,,cell,proximal tubule,proximal tubule,UBERON:0004134,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,does,X conversion to Y,calcifediol,calcitriol,,"[15, 60]",units = pg/mL,minutes,,circulatory,plasma vitamin D,25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 in Serum or Plasma,62292-8,serum calcium,calcium in serum or plasma,17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,renal phosphate reabsorption,renal absorption,GO:0070293,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,response to parathyroid hormone,GO:0071107,,,,,,,,,,,,,,,cell,proximal tubule,proximal tubule,UBERON:0004134,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,parathyroid hormone,decreases,X conversion to Y,calcifediol,calcitriol,,,"calcifediol normal range [30, 60] ng/mL",minutes,circulatory,circulatory,plasma vitamin D,25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 in Serum or Plasma,62292-8,serum calcium,calcium in serum or plasma,17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,renal phosphate reabsorption,renal absorption,GO:0070293,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,androgen production,androgen secretion,GO:0035935,androstenedione production,androstenedione secretion,GO:0035941,,,,,,,,,,,,,,serves as a precursor to estrogen,tissue,cortex,adrenal cortex,UBERON:0001235,zona reticularis,zona reticularis of adrenal gland,UBERON:0002055,,does ,X secretion,androstenedione ,,,"[30, 200]","units = ng/dL, [30, 200] for female, [40, 150] for male",hours,,circulatory,plasma androstenedione,,1854-9,,,,,,,,,,estradiol synthesis,,,menstruation and ovulation,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,9,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,androgen production,androgen secretion,GO:0035935,peripheral aromatization,,,,,,,,,,,,,,,,converts androstenedione and testosterone to estrogen,cell,adipose tissue,adipose tissue,UBERON:0001013,adipocytes,white adipocyte,CL:0000448,,does,X conversion to Y,androstenedione ,estrogen,,"[10, 300]","units = pg/mL, [10, 180] for female follicular phase, [100, 300] for female mid-cycle peak, [40, 200] for female luteal phase, [0, 10] for postmenopausal female, [20, 50] for male",hours,,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,9,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,androgen production,androgen secretion,GO:0035935,peripheral aromatization,,,,,,,,,,,,,,,,converts androstenedione and testosterone to estrogen,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,skeletal myocytes,skeletal muscle fiber,CL:0008002,,does,X conversion to Y,androstenedione ,estrogen,,,,hours,,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,9,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,androgen production,androgen secretion,GO:0035935,peripheral aromatization,,,,,,,,,,,,,,,,converts androstenedione and testosterone to estrogen,cell,skin,skin of body,UBERON:0002097,dermal fibroblasts,fibroblast of dermis,CL:0002551,,does,X conversion to Y,androstenedione ,estrogen,,,,hours,,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,9,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,appetite regulation,regulation of appetite,GO:0032098,ghrelin production,ghrelin secretion,GO:0036321,,,,,,,,,,,,,,ghrelin is an orexigenic signal to the hypothalamus; stimulates growth hormone production,cell,gastric fundus,fundus of stomach,UBERON:0001160,P/D1 cells,ghrelin secreting cell,CL:0005018,,does,X secretion,ghrelin,,,"[520, 700]",units = pg/mL. increase feeding frequency if ghrelin is high,minutes,,circulatory,plasma ghrelin,,76474-6,,,,,,,,,,hypothalamic integration,,,growth hormone secretion,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,48,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,appetite regulation,regulation of appetite,GO:0032098,leptin production,,,,,,,,,,,,,,,,leptin sends a satiety signal to the hypothalamus,cell,white adipose tissue,white adipose tissue,UBERON:0001347,white adipocyte,white adipocyte,CL:0000448,,does,X secretion,leptin,,,"[0.7, 18.3]","units = ng/mL, [0.7, 5.3] for males, [3.3, 18.3] for females, decrease feeding frequency if ghrelin is high",minutes,,circulatory,plasma leptin,,LP19488-3,,,,,,,,,,appetite suppression,,,hepatocyte triglyceride handling,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,48,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glp-1 production,,,,,,,,,,,,,,,,"glp-1 is an incretin hormone whose release is stimulated by feeding, then goes on to increase insulin secretion",cell,ileum,ileum,UBERON:0002116,L cell,type L enteroendocrine cell,CL:0002279,,does,X secretion,glp-1,,,"[1.5, 5.1]","units = pg/L, [1.7, 5.1] for postfeeding, [1.5, 4.2] for fasting",minutes,,circulatory,,,,,,,,,,,,,insulin sensitivity ,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glp-1 production,,,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,beta cell,type B cell of pancreas,CL:0000169,glp-1,increases,X secretion,insulin,,,,,minutes,circulatory,"paracrine, circulatory",,,,,,,,,,,,,insulin sensitivity ,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glp-1 production,,,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,alpha cell,pancreatic A cell,CL:0000171,glp-1,decreases,X secretion,glucagon,,,,,minutes,circulatory,"paracrine, circulatory",,,,,,,,,,,,,insulin sensitivity ,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glp-1 production,,,,,,,,,,,,,,,,,organ,digestive system,digestive tract,UBERON:0001007,stomach,stomach,UBERON:0000945,glp-1,decreases,X export,gastric contents,,,,,minutes,circulatory,intra-organ,,,,,,,,,,,,,insulin sensitivity ,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,gastric inhibitory peptide production,,,,,,,,,,,,,,,,gip is produced in response to fats in the intestinal lumen; reduces stomach acid secretion directly via parietal cell inhibition and indirectly by inhibiting gastrin,cell,duodenum,duodenum,UBERON:0002114,K cell,GIP cell,CL:0002278,,does,X secretion,gastric inhibitory peptide secretion,,,,,minutes,,intra-organ,,,,,,,,,,,,,gastric acid secretion,,,triglyceride metabolism,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,42,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,gastric inhibitory peptide production,,,,,,,,,,,,,,,,,cell,jejunum,jejunum,UBERON:0002115,K cell,GIP cell,CL:0002278,,does,X secretion,gastric inhibitory peptide secretion,,,,,minutes,,intra-organ,,,,,,,,,,,,,gastric acid secretion,,,triglyceride metabolism,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,42,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,gastrin production,,,,,,,,,,,,,,,,gastrin increases gastric acid secretion; inhibited by prostaglandins and somatostatin,cell,gastric antrum,pylorus,UBERON:0001166,G cell,gastrin secreting cell,CL:0000509,,does,X secretion,gastrin,,,"[0, 100]",units = pg/mL,minutes,,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,43,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,gastrin production,,,,,,,,,,,,,,,,,cell,gastric antrum,pylorus,UBERON:0001166,G cell,gastrin secreting cell,CL:0000509,prostaglandin,decreases,X secretion,gastrin,,,,,minutes,circulatory,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,43,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,gastrin production,,,,,,,,,,,,,,,,,cell,gastric antrum,pylorus,UBERON:0001166,G cell,gastrin secreting cell,CL:0000509,somatostatin,decreases,X secretion,gastrin,,,,,minutes,circulatory,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,43,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,gastrin production,,,,,,,,,,,,,,,,,cell,gastric antrum,pylorus,UBERON:0001166,G cell,gastrin secreting cell,CL:0000509,gastric inhibitory peptide,decreases,X secretion,gastrin,,,,,minutes,paracrine,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,43,,,,,,,,,
