Whole Person Physiome Table for Connective-Tissue system: Fascia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Minyan Zhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-1868-3896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer Name(s):,Rebecca Wells,Katalin Susztak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-6988-4102,0000‑0002‑1005‑3726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"Fascia: The Tensional Network of the Human Body (2e, 2018)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,11/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"List physiological functions as a hierarchy, starting with the body system in Function/1 (this should be the same as the table name), a major life function in Function/2, and more specific functions in subsequent columns. Add more columns if needed. Place limited explanatory text if needed in Function/Notes. Each function should include a ID from Gene Ontology (GO) if possible or another standard ontology. The LABEL column is the label for that ID as it appears in that ontology.",,,,,,,,,,,,,,,,,,,,,,,,,"Provide a very brief description (a few words) of the specific processes that occur during the corresponding function (e.g., a chemical reaction, physical change, feedback loop, etc.) in the Process column. Enter whether the Effector is a cell, tissue, or organ. Provide the anatomical location of the Effector in EffectorLocation along with the associated UBERON ID, if avaialble. Enter the Effector and its UBERON ID in the following columns. See Glossary for detailed instructions on tabulating the Signal, Effect, Behavior, Behavior X, Behavior Y, and X Target columns.",,,,,,,,,,,,,,"Indicate the signal scale category for this process: autocrine, paracrine, intra-organ, circulatory, systemic","Indicate the signal scale category for this process: autocrine, paracrine, intra-organ, circulatory, systemic","Indicate the time scale category for this process: milliseconds, seconds, minutes, hours, days, weeks, years.","OPTIONAL FOR NOW. List clinical measures, such as laboratory tests, vital signs, or radiology studies, related to the physiological function. These columns are simple lists and are NOT hierarchical. Include an ID for the measurement, such as a LOINC code, if known. Add more columns if needed.",,,,,,,,,,,,"OPTIONAL FOR NOW. List other interacting physiological functions. These columns are simple lists and NOT hierarchical. Add more columns if needed. For the LABEL and ID columns, use Gene Ontology (GO) if possible.",,,,,,,,,,,,"REQUIRED. Enter references in support of the information on this row. The ID column should include a standard identifier, such as a DOI or ISBN. The optional CHAPTER column should be used to list the relevant chapters in a book. The optional NOTES column can be used to clarify which part of the row the reference is for, such as a reference about the anatomical structures involved in the function rather than the interactions. Add more sets of reference columns if needed, making sure to include the ID column.",,,,,,,,,,,
Function/1,Function/1/LABEL,Function/1/ID,Function/2,Function/2/LABEL,Function/2/ID,Function/3,Function/3/LABEL,Function/3/ID,Function/4,Function/4/LABEL,Function/4/ID,Function/5,Function/5/LABEL,Function/5/ID,Function/6,Function/6/LABEL,Function/6/ID,Function/7,Function/7/LABEL,Function/7/ID,Function/8,Function/8/LABEL,Function/8/ID,Function/Notes,Process,EffectorScale,EffectorLocation,EffectorLocation/LABEL,EffectorLocation/ID,Effector,Effector/LABEL,Effector/ID,Signal,Effect,Behavior,Behavior X,Behavior Y,EffectParameters (quantitative values),SignalScale,EffectScale,TimeScale,ClinicalMeasure/1,ClinicalMeasure/1/LABEL,ClinicalMeasure/1/ID,ClinicalMeasure/2,ClinicalMeasure/2/LABEL,ClinicalMeasure/2/ID,ClinicalMeasure/3,ClinicalMeasure/3/LABEL,ClinicalMeasure/3/ID,ClinicalMeasure/4,ClinicalMeasure/4/LABEL,ClinicalMeasure/4/ID,Interaction/1,Interaction/1/LABEL,Interaction/1/ID,Interaction/2,Interaction/2/LABEL,Interaction/2/ID,Interaction/3,Interaction/3/LABEL,Interaction/3/ID,Interaction/4,Interaction/4/LABEL,Interaction/4/ID,REF/1,REF/1/ID,REF/1/CHAPTER,REF/1/NOTES,REF/2,REF/2/ID,REF/2/CHAPTER,REF/2/NOTES,REF/3,REF/3/ID,REF/3/CHAPTER,REF/3/NOTES
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Interaction with the autonomic nervous system,autonomic nervous system development,GO:0048483,Enhance myofibroblast contraction in acidic milieu,myofibroblast contraction,GO:1990764,,,,,,,,,,,,,,,,,Decreased pH in the ground substance increases myofibroblast contractility and differentiation in fibrotic conditions,Cell,Fascial ground substance,fascia,UBERON:0008982,Myofibroblast,myofibroblast cell,CL:0000186,acidification,increases,X contraction ,Myofibroblast,,,microenvironment,Tissue,hours,Blood gas and pH assessment,,, local tissue pH (research),,,,,,,,,pH–myofibroblast activity interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Interaction with the autonomic nervous system,autonomic nervous system development,GO:0048483,Tune ANS state via fascial mechanoreceptors,sensory perception of mechanical stimulus ,GO:0050954,,,,,,,,,,,,,,,,,Stimulation of Ruffini endings and non-nociceptive free nerve endings by slow shear in fascia can inhibit sympathetic output and shift ANS balance,Organ system,Fascial mechanoreceptor fields; Autonomic Nervous System,fascia,UBERON:0008982,Fascial mechanoreceptor fields; Autonomic Nervous System,superficial fascia,UBERON:0011818,Mechanical shear input,decreases,X inhibition,sympathetic output,,,Intra-organ (Tissue),Systemic,seconds,Heart rate variability during manual therapy,,, skin conductance,,,,,,,,,mechanoreceptor–ANS tuning interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Interaction with the autonomic nervous system,autonomic nervous system development,GO:0048483,Tune ANS state via fascial mechanoreceptors,sensory perception of mechanical stimulus ,GO:0050954,,,,,,,,,,,,,,,,,Stimulation of Ruffini endings and non-nociceptive free nerve endings by slow shear in fascia can inhibit sympathetic output and shift ANS balance,Organ system,Fascial mechanoreceptor fields; Autonomic Nervous System,fascia,UBERON:0008982,Fascial mechanoreceptor fields; Autonomic Nervous System,superficial fascia,UBERON:0011818,Mechanical shear input,does,X shift,ANS balance,,,Intra-organ (Tissue),Systemic,seconds,Heart rate variability during manual therapy,,, skin conductance,,,,,,,,,mechanoreceptor–ANS tuning interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Indications for rhythmic oscillations of fascial tissues,rhythmic process,GO:0048511,Drive rhythmic contractile events and stepwise matrix remodeling,extracellular matrix organization,GO:0030198,,,,,,,,,,,,,,,,,"Myofibroblasts in collagen lattices show synchronized rhythmic Ca²⁺ oscillations (~99 s) coupled to periodic contractions via adherens junctions, leading to incremental matrix reorganization",Cell,Collagen lattice in connective tissue,connective tissue,UBERON:0002384,Myofibroblast,myofibroblast cell,CL:0000186,,does,X generation,rhythmic Ca²⁺ oscillations,,~99 s/oscillations,,Tissue,minutes,shear-wave elastography,Liver ultrasound attenuation by transient elastography,	81894-8	,,,,,,,,,,calcium–myofibroblast oscillation interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Indications for rhythmic oscillations of fascial tissues,rhythmic process,GO:0048511,Drive rhythmic contractile events and stepwise matrix remodeling,extracellular matrix organization,GO:0030198,,,,,,,,,,,,,,,,,"Myofibroblasts in collagen lattices show synchronized rhythmic Ca²⁺ oscillations (~99 s) coupled to periodic contractions via adherens junctions, leading to incremental matrix reorganization",Tissue,Collagen lattice in connective tissue,connective tissue,UBERON:0002384,Collagen lattice in connective tissue,connective tissue,UBERON:0002384,Ca²⁺,does,oscillations synchronization of X,multiple cells in fascia,,~99 s/oscillations,microenvironment,Tissue,minutes,shear-wave elastography,Liver ultrasound attenuation by transient elastography,	81894-8	,,,,,,,,,,calcium–myofibroblast oscillation interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Indications for rhythmic oscillations of fascial tissues,rhythmic process,GO:0048511,Drive rhythmic contractile events and stepwise matrix remodeling,extracellular matrix organization,GO:0030198,,,,,,,,,,,,,,,,,"Myofibroblasts in collagen lattices show synchronized rhythmic Ca²⁺ oscillations (~99 s) coupled to periodic contractions via adherens junctions, leading to incremental matrix reorganization",Tissue,Collagen lattice in connective tissue,connective tissue,UBERON:0002384,Collagen lattice in connective tissue,connective tissue,UBERON:0002384,Ca²⁺,does,X generation,periodic contractile pulses,,~99 s/oscillations,microenvironment,Tissue,minutes,shear-wave elastography,Liver ultrasound attenuation by transient elastography,	81894-8	,,,,,,,,,,calcium–myofibroblast oscillation interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Indications for rhythmic oscillations of fascial tissues,rhythmic process,GO:0048511,Drive rhythmic contractile events and stepwise matrix remodeling,extracellular matrix organization,GO:0030198,,,,,,,,,,,,,,,,,"Myofibroblasts in collagen lattices show synchronized rhythmic Ca²⁺ oscillations (~99 s) coupled to periodic contractions via adherens junctions, leading to incremental matrix reorganization",Tissue,Collagen lattice in connective tissue,connective tissue,UBERON:0002384,Collagen lattice in connective tissue,connective tissue,UBERON:0002384,Contractile pulses,increases,X reorganization,the collagen matrix,,~99 s/oscillations,Intra-organ (Tissue),Tissue,minutes,shear-wave elastography,Liver ultrasound attenuation by transient elastography,	81894-8	,,,,,,,,,,calcium–myofibroblast oscillation interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Regulate local Ca²⁺ dynamics and paracrine signaling in fascial interstitium ,paracrine signaling,GO:0038001,,,,,,,,,,,,,,,,,,,,"Telocytes use telopodes with caveolae, mitochondria, and endoplasmic reticulum to handle Ca²⁺ uptake and release, supporting vesicle-mediated communication ",Cell,Telocyte telopodes in fascial interstitium ,superficial fascia,UBERON:0011818,Telocyte ,telocyte,CL:0017004,,does,X uptake, calcium ,,,,Tissue,seconds ,Serum calcium,Calcium [Measurement] in Blood,109565-2,liquid biopsy of EV,,,,,,,,, telocyte–calcium signaling interaction ,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Regulate local Ca²⁺ dynamics and paracrine signaling in fascial interstitium ,paracrine signaling,GO:0038001,,,,,,,,,,,,,,,,,,,,"Telocytes use telopodes with caveolae, mitochondria, and endoplasmic reticulum to handle Ca²⁺ uptake and release, supporting vesicle-mediated communication ",Cell,Telocyte telopodes in fascial interstitium ,superficial fascia,UBERON:0011818,Telocyte ,telocyte,CL:0017004,,does,X release, calcium ,,,,Tissue,seconds ,Serum calcium,Calcium [Measurement] in Blood,109565-2,liquid biopsy of EV,,,,,,,,, telocyte–calcium signaling interaction ,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,The matrisome,extracellular matrix,GO:0031012,Provide structural scaffold and biochemical interaction platform,extracellular matrix organization,GO:0030198,,,,,,,,,,,,,,,,,"Core matrisome components (collagens, elastic fibers, fibronectin, GAGs, proteoglycans, matricellular proteins) form multi-domain networks that bind ECM proteins, growth factors, and cell receptors",Tissue,Connective tissue extracellular matrix,connective tissue,UBERON:0002384,Connective tissue extracellular matrix,connective tissue,UBERON:0002384,,does,X formation of Y,Core matrisome components,ECM networks,,,Tissue,years,MRI or ultrasound of connective tissues,,, histologic ECM staining,,,,,,,,,matrisome–cell interaction network,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,The matrisome,extracellular matrix,GO:0031012,Provide structural scaffold and biochemical interaction platform,extracellular matrix organization,GO:0030198,,,,,,,,,,,,,,,,,"Core matrisome components (collagens, elastic fibers, fibronectin, GAGs, proteoglycans, matricellular proteins) form multi-domain networks that bind ECM proteins, growth factors, and cell receptors",Tissue,Connective tissue extracellular matrix,connective tissue,UBERON:0002384,Connective tissue extracellular matrix,connective tissue,UBERON:0002384,,does,X interaction of Y,Core matrisome components,"ECM proteins, growth factors, and cell receptors",,,Tissue,years,MRI or ultrasound of connective tissues,,, histologic ECM staining,,,,,,,,,matrisome–cell interaction network,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,Collagen structure and fibril formation,collagen fibril organization,GO:0030199,Stabilize collagen triple helix and maintain tissue tensile strength,extracellular matrix structural constituent conferring tensile strength,GO:0030020,,,,,,,,,,,,,,,,,Proline residues in collagen α-helices are hydroxylated to 4-hydroxyproline by a vitamin C–dependent enzyme; deficiency leads to loss of collagen stability and tooth anchorage,Tissue,Collagen triple helix,connective tissue,UBERON:0002384,Collagen triple helix,connective tissue,UBERON:0002384,Vitamin C,increases,X maintenance of Y,collagen hydroxylation, collagen stability and tooth anchorage,,circulatory,Tissue,days,Serum vitamin C level,,," clinical signs of scurvy (gingival bleeding, tooth loosening)",,,,,,,,,vitamin-C–collagen stability interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,Collagen fibril formation by procollagen processing,collagen fibril organization,GO:0030199,Generate mature collagen fibrils capable of high load-bearing,collagen fibril organization,GO:0030199,,,,,,,,,,,,,,,,,"Procollagens secreted into ECM are cleaved by ADAMTS, BMP-1, and meprin proteinases to release propeptides",Tissue,Procollagen and collagen fibrils,collection of collagen fibrils,UBERON:0011860,Procollagen and collagen fibrils,collection of collagen fibrils,UBERON:0011860,Procollagens,increases,X release,Propeptides,,,microenvironment,Tissue,hours,Tendon and ligament ultrasound,,, tendon stiffness and failure tests (research),,,,,,,,,procollagen-processing–fibrillogenesis interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,Collagen fibril formation by procollagen processing,collagen fibril organization,GO:0030199,Generate mature collagen fibrils capable of high load-bearing,collagen fibril organization,GO:0030199,,,,,,,,,,,,,,,,,"Procollagens secreted into ECM are cleaved by ADAMTS, BMP-1, and meprin proteinases to enable staggered fibril assembly with D-banding",Tissue,Procollagen and collagen fibrils,collection of collagen fibrils,UBERON:0011860,Procollagen and collagen fibrils,collection of collagen fibrils,UBERON:0011860,Procollagens,increases,X assembly,staggered fibril,,,microenvironment,Tissue,hours,Tendon and ligament ultrasound,,, tendon stiffness and failure tests (research),,,,,,,,,procollagen-processing–fibrillogenesis interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,Fibrillar collagens in load-bearing tissues,fibrillar collagen,GO:0098643,Provide resistance to tensile and compressive stress,response to stress,GO:0006950,,,,,,,,,,,,,,,,,"Fibrillar collagens I, II, III and minor fibrillar collagens assemble into fibers capable of sustaining stresses up to ~70 MPa in tendons",Tissue,Tendons; ligaments; deep fascia,deep fascia,UBERON:0011236,Tendons; ligaments; deep fascia,deep fascia,UBERON:0011236,,does,X assembly of Y,Collagen,Fibers, sustaining stresses up to ~70 MPa in tendons,,Tissue,years,MRI or ultrasound of tendons/ligaments,,, mechanical strength and elasticity tests,,,,,,,,,fibrillar-collagen–load-bearing interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,GAGs and water retention,glycosaminoglycan metabolic process,GO:0030203,Retain water and confer compression resistance and volume,glycosaminoglycan metabolic process,GO:0030203,,,,,,,,,,,,,,,,,"Sulfated GAG chains attract positive cations, generating osmotic influx of water and swelling that fills ECM space",Tissue,fascia ECM,connective tissue,UBERON:0002384,fascia ECM,connective tissue,UBERON:0002384,Sulfated GAG chains ,increases,X swelling by Y,ECM,osmotic influx of water,,microenvironment,Tissue,hours,Cartilage thickness on MRI,,, joint space width,,, T2* mapping for hydration,,,,,,GAG–water retention interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,GAGs and water retention,glycosaminoglycan metabolic process,GO:0030203,Retain water and confer compression resistance and volume,glycosaminoglycan metabolic process,GO:0030203,,,,,,,,,,,,,,,,,"Sulfated GAG chains attract positive cations, generating osmotic influx of water and swelling that resists compression",Tissue,fascia ECM,connective tissue,UBERON:0002384,fascia ECM,connective tissue,UBERON:0002384,Sulfated GAG chains ,increases,X resistance,ECM compression,,,microenvironment,Tissue,hours,Cartilage thickness on MRI,,, joint space width,,, T2* mapping for hydration,,,,,,GAG–water retention interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,Hyaluronan in lubrication and signaling,hyaluronan metabolic process,GO:0030212,Provide lubrication and size-dependent immune signaling,,,,,,,,,,,,,,,,,,,Hyaluronan contributes to viscous lubrication in cartilage and synovial surfaces and binds receptors such as CD44 and TLR2/4 with size-dependent pro- or anti-inflammatory effects,Tissue,cartilage and synovial surfaces ,cartilage tissue,UBERON:0002418,cartilage and synovial surfaces ,cartilage tissue,UBERON:0002418,,does,X contribution to Y,Hyaluronan,viscous lubrication in cartilage,,,Tissue,hours,Synovial fluid analysis,Synovial fluid analysis panel - Synovial fluid,79399-2, cartilage imaging,,, inflammatory marker panels,,,,,,hyaluronan–receptor signaling interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,Hyaluronan in lubrication and signaling,hyaluronan metabolic process,GO:0030212,Provide lubrication and size-dependent immune signaling,,,,,,,,,,,,,,,,,,,Hyaluronan contributes to viscous lubrication in cartilage and synovial surfaces and binds receptors such as CD44 and TLR2/4 with size-dependent pro- or anti-inflammatory effects,Tissue,cartilage and synovial surfaces ,cartilage tissue,UBERON:0002418,cartilage and synovial surfaces ,cartilage tissue,UBERON:0002418,,does,X contribution to Y,Hyaluronan,cartilage synovial surfaces,,,Tissue,hours,Synovial fluid analysis,Synovial fluid analysis panel - Synovial fluid,79399-2, cartilage imaging,,, inflammatory marker panels,,,,,,hyaluronan–receptor signaling interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,Proteoglycans and SLRPs in fibril organization,proteoglycan metabolic process,GO:0006029,Assist collagen fibril formation and growth factor presentation,collagen fibril organization,GO:0030199,,,,,,,,,,,,,,,,,"Proteoglycans and SLRPs (decorin, biglycan, lumican, fibromodulin) regulate collagen fibrillogenesis ",Tissue,Collagen fibrils,collection of collagen fibrils,UBERON:0011860,Collagen fibrils,collection of collagen fibrils,UBERON:0011860,,does,X regulation of Y,Proteoglycans and SLRPs ,Fibrillogenesis,,,Tissue,days,Histologic staining for proteoglycans,,, biomechanical testing of tissue stiffness,,,,,,,,,SLRP–collagen fibril interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,Proteoglycans and SLRPs in fibril organization,proteoglycan metabolic process,GO:0006029,Assist collagen fibril formation and growth factor presentation,collagen fibril organization,GO:0030199,,,,,,,,,,,,,,,,,"Proteoglycans and SLRPs (decorin, biglycan, lumican, fibromodulin) bind/present growth factors in ECM",Tissue,fascia ECM,connective tissue,UBERON:0002384,fascia ECM,connective tissue,UBERON:0002384,,does,X regulation of Y,Proteoglycans and SLRPs ,Fibrillogenesis,,,Tissue,days,Histologic staining for proteoglycans,,, biomechanical testing of tissue stiffness,,,,,,,,,SLRP–collagen fibril interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,Water in ECM and interstitial flow,specialized extracellular matrix,GO:0140047,"Support lubrication, compression resistance, and solute transport",extracellular matrix structural constituent conferring compression resistance,GO:0030021,,,,,,,,,,,,,,,,,"Water in HA-rich ECM provides incompressibility for cartilage, flows out under compression and in during relaxation to transport solutes;",Organ system,cartilage tissue,cartilage tissue,UBERON:0002418,cartilage tissue,cartilage tissue,UBERON:0002418,,does,X support of Y,Water,incompressibility for cartilage, ~8 L/day of interstitial fluid drains via lymphatics,,Tissue,hours,Lymphoscintigraphy,,, joint MRI with contrast,,, edema assessment,,,,,,interstitial-flow–lymphatic drainage interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,Water in ECM and interstitial flow,specialized extracellular matrix,GO:0140047,"Support lubrication, compression resistance, and solute transport",extracellular matrix structural constituent conferring compression resistance,GO:0030021,,,,,,,,,,,,,,,,,"Water in HA-rich ECM provides incompressibility for cartilage, flows out under compression and in during relaxation to transport solutes; ~8 L/day of interstitial fluid drains via lymphatics",Organ system,cartilage tissue,cartilage tissue,UBERON:0002418,cartilage tissue,cartilage tissue,UBERON:0002418,compression,does,X flow to Y,Interstitial fluid,lymphatics, ~8 L/day of interstitial fluid drains via lymphatics,Intra-organ (Tissue),Systemic,hours,Lymphoscintigraphy,,, joint MRI with contrast,,, edema assessment,,,,,,interstitial-flow–lymphatic drainage interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,Water in ECM and interstitial flow,specialized extracellular matrix,GO:0140047,"Support lubrication, compression resistance, and solute transport",extracellular matrix structural constituent conferring compression resistance,GO:0030021,,,,,,,,,,,,,,,,,"Water in HA-rich ECM provides incompressibility for cartilage, flows out under compression and in during relaxation to transport solutes; ~8 L/day of interstitial fluid drains via lymphatics",Organ system,Cartilage ECM; lymphatics,cartilage tissue,UBERON:0002418,Cartilage ECM; llymphatics,cartilage tissue,UBERON:0002418,relaxation,does,X flow to Y,Interstitial fluid,ECM, ~8 L/day of interstitial fluid drains via lymphatics,Intra-organ (Tissue),Tissue,hours,Lymphoscintigraphy,,, joint MRI with contrast,,, edema assessment,,,,,,interstitial-flow–lymphatic drainage interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,Elastogenesis,elastic fiber assembly,GO:0048251,Provide elastic recoil after physiological strain,elastic fiber,GO:0071953,,,,,,,,,,,,,,,,,"Tropoelastin self-assembles at plasma membrane into particles that coacervate, then associate with fibrillin microfibrils and are crosslinked to form mature elastic fibers",Tissue,elastic tissue,elastic tissue,UBERON:0002521,elastic tissue,elastic tissue,UBERON:0002521,,does,X assembly of Y,Tropoelastin,mature elastic fibers,,,Tissue,days,Pulse wave velocity (arterial stiffness),,, lung function tests,,, skin elasticity tests,,,,,,tropoelastin–elastic fiber formation interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,Microfibrils and latent TGF-β storage,regulation of transforming growth factor beta activation,GO:0071634,Scaffold elastogenesis and sequester latent TGF-β,elastic fiber assembly,GO:0048251,,,,,,,,,,,,,,,,,Fibrillins and LTBPs form 20 nm microfibrils that bind latent TGF-β complexes,Tissue,Microfibrils,collection of collagen fibrils,UBERON:0002384,Microfibrils,collection of collagen fibrils,UBERON:0002384,,does,X formation,microfibrils and TGF-β complexes,,,,Tissue,minutes,Serum TGF-β levels (research),,, fibrosis biomarkers,,, tissue stiffness imaging,,,,,,microfibril–TGF-β reservoir interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,Microfibrils and latent TGF-β storage,regulation of transforming growth factor beta activation,GO:0071634,Scaffold elastogenesis and sequester latent TGF-β,elastic fiber assembly,GO:0048251,,,,,,,,,,,,,,,,,Integrin-mediated cell pulling releases active TGF-β1 from ECM,Cell,fascia ECM,connective tissue,UBERON:0002384,Integrin-mediated cell,connective tissue cell,CL:0002320,Integrin-mediated cell pulling,increases,X release of Y,ECM,TGF-β1,,Intra-organ (Tissue),Tissue,minutes,Serum TGF-β levels (research),,, fibrosis biomarkers,,, tissue stiffness imaging,,,,,,microfibril–TGF-β reservoir interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,Fibronectin as ECM hub,fibronectin fibril,GO:0061800,Integrate structural assembly and signaling,collagen fibril organization,GO:0030199,,,,,,,,,,,,,,,,,"Fibronectin dimers polymerize into fibrils that bind growth factors, GAGs, LTBPs, collagens, and integrins, acting as a template for collagen and elastic fiber formation",Tissue,Fibronectin fibrillar network,connective tissue,UBERON:0002384,Fibronectin fibrillar network,connective tissue,UBERON:0002384,,does,X Assembly of Y,Fibronectin dimers,fibrils,,,Tissue,days,Fibronectin staining in tissue,,, wound-healing histology,,,,,,,,,fibronectin–ECM integration interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
