Whole Person Physiome Table for Endocrine System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Jacob C. Scherba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0001-8187-0507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer Name(s):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,9/23/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"List physiological functions as a hierarchy, starting with the body system in Function/1 (this should be the same as the table name), a major life function in Function/2, and more specific functions in subsequent columns. Add more columns if needed. Place limited explanatory text if needed in Function/Notes. Each function should include a ID from Gene Ontology (GO) if possible or another standard ontology. The LABEL column is the label for that ID as it appears in that ontology.",,,,,,,,,,,,,,,,,,,,,,,,,"Provide a very brief description (a few words) of the specific processes that occur during the corresponding function (e.g., a chemical reaction, physical change, feedback loop, etc.).",,,,,"Indicate the time scale category for this process: milliseconds, seconds, minutes, hours, days, weeks, years.","List anatomical structures involved in the physiological function as a hierarchy, starting with an organ in Structure/1, part of an organ in Structure/2, and smaller sub-parts in subsequent columns. Add more columns if needed. For the LABEL and ID columns, use UBERON if possible or FMA as an alternative ontology.",,,,,,,,,,,,,,,,,,,,,,,,OPTIONAL: Cell (with ID if possible) to specify certain tissues or cell types within the anatomical structure,,,,,,"OPTIONAL FOR NOW. List clinical measures, such as laboratory tests, vital signs, or radiology studies, related to the physiological function. These columns are simple lists and are NOT hierarchical. Include an ID for the measurement, such as a LOINC code, if known. Add more columns if needed.",,,,,,,,,,,,"OPTIONAL FOR NOW. List other interacting physiological functions. These columns are simple lists and NOT hierarchical. Add more columns if needed. For the LABEL and ID columns, use Gene Ontology (GO) if possible.",,,,,,,,,,,,"DO NOT FILL THIS OUT YET. These columns will list body states or conditions that change the physiological process. (e.g., ""fed"", ""fasted"")",,"DO NOT FILL THIS OUT YET. These columns will indicate the changes that occur during the corresponding body states. (e.g., ""increase"", ""decrease"")",,"REQUIRED. Enter references in support of the information on this row. The ID column should include a standard identifier, such as a DOI or ISBN. The optional CHAPTER column should be used to list the relevant chapters in a book. The optional NOTES column can be used to clarify which part of the row the reference is for, such as a reference about the anatomical structures involved in the function rather than the interactions. Add more sets of reference columns if needed, making sure to include the ID column.",,,,,,,,,,,
Function/1,Function/1/LABEL,Function/1/ID,Function/2,Function/2/LABEL,Function/2/ID,Function/3,Function/3/LABEL,Function/3/ID,Function/4,Function/4/LABEL,Function/4/ID,Function/5,Function/5/LABEL,Function/5/ID,Function/6,Function/6/LABEL,Function/6/ID,Function/7,Function/7/LABEL,Function/7/ID,Function/8,Function/8/LABEL,Function/8/ID,Function/Notes,Process,Process triple,Process Logic,Process Logic,,TimeScale,Structure/1,Structure/1/LABEL,Structure/1/ID,Structure/2,Structure/2/LABEL,Structure/2/ID,Structure/3,Structure/3/LABEL,Structure/3/ID,Structure/4,Structure/4/LABEL,Structure/4/ID,Structure/5,Structure/5/LABEL,Structure/5/ID,Structure/6,Structure/6/LABEL,Structure/6/ID,Structure/7,Structure/7/LABEL,Structure/7/ID,Structure/8,Structure/8/LABEL,Structure/8/ID,Cell/1,Cell/1/LABEL,Cell/1/ID,Cell/2,Cell/2/LABEL,Cell/2/ID,ClinicalMeasure/1,ClinicalMeasure/1/LABEL,ClinicalMeasure/1/ID,ClinicalMeasure/2,ClinicalMeasure/2/LABEL,ClinicalMeasure/2/ID,ClinicalMeasure/3,ClinicalMeasure/3/LABEL,ClinicalMeasure/3/ID,ClinicalMeasure/4,ClinicalMeasure/4/LABEL,ClinicalMeasure/4/ID,Interaction/1,Interaction/1/LABEL,Interaction/1/ID,Interaction/2,Interaction/2/LABEL,Interaction/2/ID,Interaction/3,Interaction/3/LABEL,Interaction/3/ID,Interaction/4,Interaction/4/LABEL,Interaction/4/ID,State/1,State/2,Regulation/1,Regulation/2,REF/1,REF/1/ID,REF/1/CHAPTER,REF/1/NOTES,REF/2,REF/2/ID,REF/2/CHAPTER,REF/2/NOTES,REF/3,REF/3/ID,REF/3/CHAPTER,REF/3/NOTES
endocrine system,endocrine process,GO:0050886,growth and development,developmental growth,GO:0048589,growth stimulation,positive regulation of developmental growth,GO:0048639,growth hormone release,growth hormone secretion,GO:0030252,,,,,,,,,,,,,,GH is secreted in pulses to regulate growth and metabolism,,growth hormone release pattern = sinusoidal,,,minutes,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,,,,,,,,plasma somatotropin,,2963-7,,,,,,,,,,insulin sensitivity,,,lipolysis,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,germ cell maturation,germ cell proliferation,GO:0036093,follicle stimulating hormone production,follicle-stimulating hormone secretion,GO:0046884,,,,,,,,,,,,,,FSH stimulates granulosa cells in females and Sertoli cells in males; FSH is released from the anterior pituitary in response to GnRH,IF (sex = male): fsh STIMULATES sertoli cell,,,,minutes,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,germ cell maturation,germ cell proliferation,GO:0036093,follicle stimulating hormone production,follicle-stimulating hormone secretion,GO:0046884,,,,,,,,,,,,,,,IF (sex = female): fsh STIMULATES granulosa cell,,,,minutes,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,thyroid hormone regulation,regulation of thyroid hormone generation,GO:2000609,thyroid stimulating hormone production,thyroid-stimulating hormone secretion,GO:0070460,,,,,,,,,,,,,,TSH is produced by thyrotropes in the anterior pituitary,anterior pituitary SECRETES tsh,,,,minutes,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,thyroid hormone regulation,regulation of thyroid hormone generation,GO:2000609,thyroid stimulating hormone release,thyroid-stimulating hormone secretion,GO:0070460,,,,,,,,,,,,,,TSH is secreted into peripheral circulation in response to TRH,,IF trh IS LOW -> DECREASE tsh secretion,IF trh IS HIGH -> INCREASE tsh secretion,,minutes,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,,,,,,,,plasma TSH,,3016-3,,,,,,,,,,thyroid hormone release,,,inhibited by somatostatin,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,circadian rhythm regulation,regulation of circadian rhythm,GO:0042752,,,,,,,,,,,,,,,,,suprachiasmatic nucleus serves as the body's master clock regulator,,,,,hours,hypothalamus,hypothalamus,UBERON:0001898,suprachiasmatic nucleus,suprachiasmatic nucleus,UBERON:0002034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thyroid hormone release,,,sleep/wake cycle,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,circadian rhythm regulation,regulation of circadian rhythm,GO:0042752,light/dark processing,,,,,,,,,,,,,,,,SCN neurons integrate environmental light cues to synchronize circadian rhythm,,,,,hours,hypothalamus,hypothalamus,UBERON:0001898,suprachiasmatic nucleus,suprachiasmatic nucleus,UBERON:0002034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,melatonin production,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,circadian rhythm regulation,regulation of circadian rhythm,GO:0042752,melatonin production,,,,,,,,,,,,,,,,melatonin promotes sleep and is secreted according to light/dark cycles,pineal gland SECRETES melatonin,,,,hours,pineal gland,pineal body,UBERON:0001905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,,,,,,,,,,,,,,,,,glucose sensing neurons in the hypothalamus regulate feeding and satiety,,,,,minutes,hypothalamus,hypothalamus,UBERON:0001898,ventromedial hypothalamus,ventromedial hypothalamus,UBERON:0001935,,,,,,,,,,,,,,,,,,,glucose-sensing neurons,tanycyte,CL:0002085,,,,,,,,,,,,,,,,metabolism changes,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,fluid and electrolyte homeostasis,multicellular organismal-level water homeostasis,GO:0050891,,,,,,,,,,,,,,,,,osmoreceptors in the hypothalamus regulate thirst and vasopressin release,,,,,minutes,hypothalamus,hypothalamus,UBERON:0001898,median preoptic nucleus,median preoptic nucleus,UBERON:0002625,,,,,,,,,,,,,,,,,,,osmoreceptors,,,,,,,,,,,,,,,,,,diuresis,,,natriuresis,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,thyroid hormone synthesis,,,T4 synthesis,,,,,,,,,,,,,,,,"thyroid epithelial cells produce T4; TPO oxidizes iodide to iodine, then attaches it to tyrosine residues on thyroglobulin to create MIT and DIT; two DIT molecules constitute T4",thyroid epithelial cell SECRETES t4,,,,minutes,thyroid gland,thyroid gland,UBERON:0002046,thyroid follicle,thyroid follicle,UBERON:0005305,,,,,,,,,,,,,,,,,,,thyroid epithelial cell,epithelial cell of thyroid gland,CL:0002257,,,,free T4,,3024-7,,,,,,,,,,cardiovascular function,,,metabolism changes,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,4,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,calcitonin production,calcitonin secretion,GO:0036161,,,,,,,,,,,,,,calcitonin lowers serum calcium by inhibiting bone resorption,parafollicular c cell SECRETES calcitonin,IF calcitonin IS HIGH -> DECREASE plasma calcium,IF calcitonin IS HIGH -> DECREASE bone resorption,,minutes,thyroid gland,thyroid gland,UBERON:0002046,thyroid follicle,thyroid follicle,UBERON:0005305,,,,,,,,,,,,,,,,,,,parafollicular C cells,parafollicular cell,CL:0000570,,,,plasma calcitonin,,1992-7,,,,,,,,,,bone resorption,,,renal calcium handling,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,4,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,thyroid hormone synthesis,,,T4 deiodination,,,,,,,,,,,,,,,,"deiodination of T4 generates T3, the active form of thyroid hormone (20% in thyroid)",,,,,minutes,thyroid gland,thyroid gland,UBERON:0002046,thyroid follicle,thyroid follicle,UBERON:0005305,,,,,,,,,,,,,,,,,,,thyroid epithelial cell,epithelial cell of thyroid gland,CL:0002257,,,,free T3,,3051-0,,,,,,,,,,cardiovascular function,,,metabolism changes,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,4,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,thyroid hormone synthesis,,,T4 deiodination,,,,,,,,,,,,,,,,"deiodination of T4 generates T3, the active form of thyroid hormone (80% in peripheral tissues)",,,,,minutes,peripheral tissues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,free T3,,3051-0,,,,,,,,,,cardiovascular function,,,metabolism changes,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,4,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,thyroid hormone synthesis,,,thyroglobulin storage,,,,,,,,,,,,,,,,thyroglobulin is stored in colloid ,,,,,minutes,thyroid gland,thyroid gland,UBERON:0002046,thyroid follicle,thyroid follicle,UBERON:0005305,follicular lumen,thyroid follicular lumen,UBERON:0012246,colloid,colloid of thyroid follicle,UBERON:0012364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,4,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,parathyroid hormone secretion,GO:0035898,,,,,,,,,,,,,,"PTH increases calcium and decreases phosphate by promoting reabsorption in the kidney, increasing bone resorption, increasing vitamin D activation, and increasing calcium uptake from the small intestine",parathyroid chief cell SECRETES pth,IF pth IS HIGH -> INCREASE renal calcium resorption,,,minutes,parathyroid gland,parathyroid gland,UBERON:0001132,,,,,,,,,,,,,,,,,,,,,,chief cells,chief cell of parathyroid gland,CL:0000446,,,,plasma PTH,,35566-9,,,,,,,,,,renal calcium reabsorption,,,renal phosphate reabsorption,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,5,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,parathyroid hormone secretion,GO:0035898,,,,,,,,,,,,,,,,IF pth IS HIGH -> INCREASE vitamin D activation,,,minutes,parathyroid gland,parathyroid gland,UBERON:0001132,,,,,,,,,,,,,,,,,,,,,,chief cells,chief cell of parathyroid gland,CL:0000446,,,,plasma PTH,,35566-9,,,,,,,,,,renal calcium reabsorption,,,renal phosphate reabsorption,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,5,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,parathyroid hormone secretion,GO:0035898,,,,,,,,,,,,,,,,IF pth IS HIGH -> INCREASE intestinal calcium uptake,,,minutes,parathyroid gland,parathyroid gland,UBERON:0001132,,,,,,,,,,,,,,,,,,,,,,chief cells,chief cell of parathyroid gland,CL:0000446,,,,plasma PTH,,35566-9,,,,,,,,,,renal calcium reabsorption,,,renal phosphate reabsorption,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,5,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,parathyroid hormone secretion,GO:0035898,,,,,,,,,,,,,,,,IF pth IS HIGH -> INCREASE renal phosphate excretion,,,minutes,parathyroid gland,parathyroid gland,UBERON:0001132,,,,,,,,,,,,,,,,,,,,,,chief cells,chief cell of parathyroid gland,CL:0000446,,,,plasma PTH,,35566-9,,,,,,,,,,renal calcium reabsorption,,,renal phosphate reabsorption,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,5,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,parathyroid hormone secretion,GO:0035898,,,,,,,,,,,,,,,,IF pth IS HIGH -> INCREASE bone resorption,,,minutes,parathyroid gland,parathyroid gland,UBERON:0001132,,,,,,,,,,,,,,,,,,,,,,chief cells,chief cell of parathyroid gland,CL:0000446,,,,plasma PTH,,35566-9,,,,,,,,,,renal calcium reabsorption,,,renal phosphate reabsorption,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,5,,,,,,,,,
endocrine system,endocrine process,GO:0050886,female reproductive function,reproductive process,GO:0022414,estradiol synthesis,estradiol secretion,GO:0035938,,,,,,,,,,,,,,,,,"promotes secondary sexual characteristics, regulates menstrual cycle, promotes endometrial proliferation and hyperplasia",granulosa cell SECRETES estradiol,IF estradiol IS HIGH -> INCREASE female secondary sexual characteristic development,,,hours,ovary,ovary,UBERON:0000992,ovarian follicle,ovarian follicle,UBERON:0001305,,,,,,,,,,,,,,,,,,,granulosa cell,granulosa cell,CL:0000501,,,,plasma estradiol,,24414-5,,,,,,,,,,menstruation and ovulation,,,pregnancy,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,9,,,,,,,,,
endocrine system,endocrine process,GO:0050886,female reproductive function,reproductive process,GO:0022414,estradiol synthesis,estradiol secretion,GO:0035938,,,,,,,,,,,,,,,,,,,IF estradiol IS HIGH -> INCREASE endometrial proliferation,,,hours,ovary,ovary,UBERON:0000992,ovarian follicle,ovarian follicle,UBERON:0001305,,,,,,,,,,,,,,,,,,,granulosa cell,granulosa cell,CL:0000501,,,,plasma estradiol,,24414-5,,,,,,,,,,menstruation and ovulation,,,pregnancy,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,9,,,,,,,,,
endocrine system,endocrine process,GO:0050886,female reproductive function,reproductive process,GO:0022414,estradiol synthesis,estradiol secretion,GO:0035938,,,,,,,,,,,,,,,,,,,IF estradiol IS PEAK -> START ovulation,,,hours,ovary,ovary,UBERON:0000992,ovarian follicle,ovarian follicle,UBERON:0001305,,,,,,,,,,,,,,,,,,,granulosa cell,granulosa cell,CL:0000501,,,,plasma estradiol,,24414-5,,,,,,,,,,menstruation and ovulation,,,pregnancy,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,9,,,,,,,,,
endocrine system,endocrine process,GO:0050886,female reproductive function,reproductive process,GO:0022414,estradiol synthesis,estradiol secretion,GO:0035938,,,,,,,,,,,,,,,,,,,IF estradiol IS HIGH -> INCREASE endometrial hyperplasia,,,hours,ovary,ovary,UBERON:0000992,ovarian follicle,ovarian follicle,UBERON:0001305,,,,,,,,,,,,,,,,,,,granulosa cell,granulosa cell,CL:0000501,,,,plasma estradiol,,24414-5,,,,,,,,,,menstruation and ovulation,,,pregnancy,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,9,,,,,,,,,
endocrine system,endocrine process,GO:0050886,female reproductive function,reproductive process,GO:0022414,progesterone production,progesterone secretion,GO:0042701,,,,,,,,,,,,,,,,,promotes endometrial proliferation and maturation for implantation; inhibits uterine contraction,luteal cell SECRETES progesterone,IF progesterone IS HIGH -> INCREASE endometrial maturation,,,hours,ovary,ovary,UBERON:0000992,corpus luteum,corpus luteum,UBERON:0002512,,,,,,,,,,,,,,,,,,,luteal cell,luteal cel,CL:0000175,,,,plasma progesterone,,2839-9,,,,,,,,,,menstruation and ovulation,,,bone remodeling,,,pregnancy,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,9,,,,,,,,,
endocrine system,endocrine process,GO:0050886,female reproductive function,reproductive process,GO:0022414,progesterone production,progesterone secretion,GO:0042701,,,,,,,,,,,,,,,,,,,IF progesterone IS HIGH -> INCREASE endometrial proliferation,,,hours,ovary,ovary,UBERON:0000992,corpus luteum,corpus luteum,UBERON:0002512,,,,,,,,,,,,,,,,,,,luteal cell,luteal cel,CL:0000175,,,,plasma progesterone,,2839-9,,,,,,,,,,menstruation and ovulation,,,bone remodeling,,,pregnancy,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,9,,,,,,,,,
endocrine system,endocrine process,GO:0050886,female reproductive function,reproductive process,GO:0022414,progesterone production,progesterone secretion,GO:0042701,,,,,,,,,,,,,,,,,,,IF progresterone IS HIGH -> DECREASE uterine smooth muscle contraction,,,hours,ovary,ovary,UBERON:0000992,corpus luteum,corpus luteum,UBERON:0002512,,,,,,,,,,,,,,,,,,,luteal cell,luteal cel,CL:0000175,,,,plasma progesterone,,2839-9,,,,,,,,,,menstruation and ovulation,,,bone remodeling,,,pregnancy,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,9,,,,,,,,,
endocrine system,endocrine process,GO:0050886,female reproductive function,reproductive process,GO:0022414,inhibin production,inhibin secretion,GO:0032334,,,,,,,,,,,,,,,,,selectively inhibits FSH release from the anterior pituitary,granulosa cell SECRETES inhibin,IF inhibin IS HIGH -> DECREASE fsh secretion,,,hours,ovary,ovary,UBERON:0000992,ovarian follicle,ovarian follicle,UBERON:0001305,,,,,,,,,,,,,,,,,,,granulosa cell,granulosa cell,CL:0000501,,,,plasma inhibin A,,23883-2,,,,,,,,,,inhibition of FSH,,,menstruation and ovulation,,,pituitary gland feedback,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,9,,,,,,,,,
endocrine system,endocrine process,GO:0050886,female reproductive function,reproductive process,GO:0022414,activin production,activin secretion,GO:0032333,,,,,,,,,,,,,,,,,stimulates FSH release and promotes ovarian follicular development,granulosa cell SECRETES activin ,IF activin IS HIGH -> INCREASE fsh secretion,IF activin IS HIGH -> INCREASE ovarian follicle development,,hours,ovary,ovary,UBERON:0000992,ovarian follicle,ovarian follicle,UBERON:0001305,,,,,,,,,,,,,,,,,,,granulosa cell,granulosa cell,CL:0000501,,,,,,,,,,,,,,,,granulosa cell autocrine signaling,,,FSH receptor upregulation,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,9,,,,,,,,,
endocrine system,endocrine process,GO:0050886,female reproductive function,reproductive process,GO:0022414,androgen production,androgen secretion,GO:0035935,androstenedione production,androstenedione secretion,GO:0035941,,,,,,,,,,,,,,serves as a precursor to estrogen in granulosa cells,thecal cell SECRETES androstenedione,,,,hours,ovary,ovary,UBERON:0000992,ovarian follicle,ovarian follicle,UBERON:0001305,,,,,,,,,,,,,,,,,,,thecal cell,luteal cel,CL:0000175,,,,plasma androstenedione,,1854-9,,,,,,,,,,estradiol synthesis,,,menstruation and ovulation,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,9,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,androgen production,androgen secretion,GO:0035935,androstenedione production,androstenedione secretion,GO:0035941,,,,,,,,,,,,,,serves as a precursor to estrogen,zona reticularis SECRETES androstenedione,,,,hours,adrenal gland,adrenal gland,UBERON:0002369,medulla,adrenal medulla,UBERON:0001236,zona reticularis,zona reticularis of adrenal gland,UBERON:0002055,,,,,,,,,,,,,,,,,,,,,,plasma androstenedione,,1854-9,,,,,,,,,,estradiol synthesis,,,menstruation and ovulation,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,9,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,androgen production,androgen secretion,GO:0035935,peripheral aromatization,,,,,,,,,,,,,,,,converts androstenedione and testosterone to estrogen,,,,,hours,adipose tissue,adipose tissue,UBERON:0001013,,,,,,,,,,,,,,,,,,,,,,adipocytes,white adipocyte,CL:0000448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,9,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,androgen production,androgen secretion,GO:0035935,peripheral aromatization,,,,,,,,,,,,,,,,converts androstenedione and testosterone to estrogen,,,,,hours,skeletal muscle,skeletal muscle tissue,UBERON:0001134,,,,,,,,,,,,,,,,,,,,,,skeletal myocytes,skeletal muscle fiber,CL:0008002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,9,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,androgen production,androgen secretion,GO:0035935,peripheral aromatization,,,,,,,,,,,,,,,,converts androstenedione and testosterone to estrogen,,,,,hours,skin,skin of body,UBERON:0002097,,,,,,,,,,,,,,,,,,,,,,dermal fibroblasts,fibroblast of dermis,CL:0002551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,9,,,,,,,,,
endocrine system,endocrine process,GO:0050886,male reproductive function,reproductive process,GO:0022414,testosterone production,testosterone secretion,GO:0035936,,,,,,,,,,,,,,,,,promotes internal and external male genitalia development; spermatogenesis; bone and muscle growth; secondary sexual characteristics,leydig cell SECRETES testosterone,IF testosterone IS HIGH -> INCREASE male primary sexual characteristic development,IF testosterone IS HIGH -> INCREASE male secondary sexual characteristic development,,hours,testis,testis,UBERON:0000473,seminiferous tubule,seminiferous tubule of testis,UBERON:0001343,,,,,,,,,,,,,,,,,,,leydig cell,Leydig cell,CL:0000178,,,,plasma testosterone,,2986-8,,,,,,,,,,male sexual development and function,,,metabolism changes,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,8,,,,,,,,,
