organ,id,cf_asctb_type,label
peripheral_nervous_system,FMA:53221,AS,communicating branch of auriculotemporal nerve with otic ganglion
peripheral_nervous_system,FMA:53066,AS,buccinator nerve
peripheral_nervous_system,FMA:53184,AS,branch of buccal nerve to gingiva
peripheral_nervous_system,FMA:53181,AS,cutaneous branch of buccal nerve
peripheral_nervous_system,FMA:53107,AS,branch of buccal nerve to lateral pterygoid
peripheral_nervous_system,FMA:53218,AS,lingual nerve
peripheral_nervous_system,FMA:53243,AS,inferior alveolar nerve
peripheral_nervous_system,FMA:53250,AS,mental nerve
peripheral_nervous_system,FMA:53256,AS,gingival branch of mental nerve
peripheral_nervous_system,FMA:53255,AS,labial branch of mental nerve
peripheral_nervous_system,FMA:53254,AS,mental branch of mental nerve
peripheral_nervous_system,FMA:53247,AS,mylohyoid branch of inferior alveolar nerve
peripheral_nervous_system,FMA:82561,AS,branch of mylohyoid nerve to anterior belly of digastric
peripheral_nervous_system,FMA:82560,AS,nerve proper to mylohyoid
peripheral_nervous_system,FMA:53234,AS,lingual branch of lingual nerve
peripheral_nervous_system,FMA:53240,AS,branch of lingual nerve to sublingual ganglion
peripheral_nervous_system,FMA:53237,AS,branch of lingual nerve to submandibular ganglion
peripheral_nervous_system,FMA:53231,AS,sublingual nerve
peripheral_nervous_system,FMA:53225,AS,communicating branch of lingual nerve with hypoglossal nerve
peripheral_nervous_system,FMA:53071,AS,branch of mandibular nerve to otic ganglion
peripheral_nervous_system,FMA:53103,AS,masseteric nerve
peripheral_nervous_system,FMA:53190,AS,branch of masseteric nerve to temporomandibular joint
peripheral_nervous_system,FMA:53189,AS,masseteric nerve proper
peripheral_nervous_system,FMA:53047,AS,meningeal branch of mandibular nerve
peripheral_nervous_system,FMA:53050,AS,anterior meningeal branch of mandibular nerve
peripheral_nervous_system,FMA:53051,AS,posterior meningeal branch of mandibular nerve
peripheral_nervous_system,FMA:53187,AS,deep temporal nerve
peripheral_nervous_system,FMA:53112,AS,anterior deep temporal nerve
peripheral_nervous_system,FMA:53113,AS,posterior deep temporal nerve
peripheral_nervous_system,FMA:53056,AS,branch of mandibular nerve to medial pterygoid
peripheral_nervous_system,FMA:53100,AS,branch of mandibular nerve to tensor tympani
peripheral_nervous_system,FMA:53075,AS,branch of mandibular nerve to tensor veli palatini
peripheral_nervous_system,UBERON:0000377,AS,maxillary nerve
peripheral_nervous_system,FMA:52802,AS,greater palatine nerve
peripheral_nervous_system,FMA:52814,AS,branch of greater palatine nerve to gingiva
peripheral_nervous_system,FMA:52815,AS,branch of greater palatine nerve to mucosa of hard palate
peripheral_nervous_system,FMA:52823,AS,posterior inferior nasal branch of greater palatine nerve
peripheral_nervous_system,FMA:52816,AS,communicating branch of greater palatine nerve with nasopalatine nerve
peripheral_nervous_system,FMA:52978,AS,infraorbital nerve
peripheral_nervous_system,FMA:52985,AS,internal nasal branch of infra-orbital nerve
peripheral_nervous_system,FMA:52984,AS,external nasal branch of infra-orbital nerve
peripheral_nervous_system,FMA:52983,AS,inferior palpebral branch of infra-orbital nerve
peripheral_nervous_system,FMA:52986,AS,superior labial branch of infra-orbital nerve
peripheral_nervous_system,FMA:52805,AS,lesser palatine nerve
peripheral_nervous_system,FMA:52925,AS,branch of lesser palatine nerve to soft palate
peripheral_nervous_system,FMA:52839,AS,tonsillar branch of lesser palatine nerve
peripheral_nervous_system,FMA:52843,AS,uvular branch of lesser palatine nerve
peripheral_nervous_system,FMA:52967,AS,zygomatic nerve
peripheral_nervous_system,FMA:52973,AS,zygomaticofacial branch of zygomatic nerve
peripheral_nervous_system,FMA:52972,AS,zygomaticotemporal branch of zygomatic nerve
peripheral_nervous_system,FMA:52731,AS,pterygopalatine nerve
peripheral_nervous_system,FMA:52782,AS,lateral posterior superior nasal nerve
peripheral_nervous_system,FMA:52783,AS,medial posterior superior nasal nerve
peripheral_nervous_system,FMA:52728,AS,meningeal branch of maxillary nerve
peripheral_nervous_system,FMA:52797,AS,scarpa's nerve
peripheral_nervous_system,FMA:52754,AS,orbital branch of maxillary nerve
peripheral_nervous_system,FMA:52772,AS,orbital branch of maxillary nerve to ethmoidal sinus
peripheral_nervous_system,FMA:52755,AS,orbital branch of maxillary nerve to orbitalis
peripheral_nervous_system,FMA:52756,AS,orbital branch of maxillary nerve to sphenoidal sinus
peripheral_nervous_system,FMA:77524,AS,pharyngeal nerve
peripheral_nervous_system,FMA:52930,AS,superior alveolar nerve
peripheral_nervous_system,FMA:52935,AS,anterior superior alveolar nerve
peripheral_nervous_system,FMA:52932,AS,middle superior alveolar nerve
peripheral_nervous_system,FMA:52931,AS,posterior superior alveolar nerve
peripheral_nervous_system,UBERON:0000348,AS,ophthalmic nerve
peripheral_nervous_system,FMA:52638,AS,frontal nerve
peripheral_nervous_system,FMA:52668,AS,nasociliary nerve
peripheral_nervous_system,FMA:52675,AS,anterior ethmoidal nerve
peripheral_nervous_system,FMA:52688,AS,external nasal branch of anterior ethmoidal nerve
peripheral_nervous_system,FMA:52679,AS,internal nasal branch of anterior ethmoidal nerve
peripheral_nervous_system,FMA:52681,AS,lateral internal nasal branch of anterior ethmoidal nerve
peripheral_nervous_system,FMA:52680,AS,medial internal nasal branch of anterior ethmoidal nerve
peripheral_nervous_system,FMA:52693,AS,infratrochlear nerve
peripheral_nervous_system,FMA:52705,AS,cutaneous branch of infratrochlear nerve to eyelid
peripheral_nervous_system,FMA:52711,AS,lacrimal branch of infratrochlear nerve
peripheral_nervous_system,FMA:52708,AS,palpebral branch of infratrochlear nerve
peripheral_nervous_system,FMA:52714,AS,posterior ethmoidal nerve
peripheral_nervous_system,FMA:52742,AS,anterior meningeal branch of posterior ethmoidal nerve
peripheral_nervous_system,FMA:52718,AS,branch of posterior ethmoidal nerve to ethmoidal sinus
peripheral_nervous_system,FMA:52719,AS,branch of posterior ethmoidal nerve to sphenoidal sinus
peripheral_nervous_system,FMA:52691,AS,long ciliary nerve
peripheral_nervous_system,FMA:52692,AS,long ciliary nerve to ciliary body
peripheral_nervous_system,FMA:52695,AS,long ciliary nerve to dilatator pupillae
peripheral_nervous_system,FMA:52694,AS,long ciliary nerve to iris
peripheral_nervous_system,FMA:52672,AS,communicating branch of nasociliary nerve with ciliary ganglion
peripheral_nervous_system,FMA:52655,AS,supraorbital nerve
peripheral_nervous_system,FMA:52660,AS,lateral branch of supraorbital nerve
peripheral_nervous_system,FMA:52659,AS,medial branch of supraorbital nerve
peripheral_nervous_system,FMA:52665,AS,supra-orbital nerve proper
peripheral_nervous_system,FMA:52642,AS,supratrochlear nerve
peripheral_nervous_system,FMA:52646,AS,branch of supratrochlear nerve to conjunctiva
peripheral_nervous_system,FMA:52648,AS,branch of supratrochlear nerve to skin of forehead
peripheral_nervous_system,FMA:52647,AS,branch of supratrochlear nerve to skin of upper eyelid
peripheral_nervous_system,FMA:52628,AS,lacrimal nerve
peripheral_nervous_system,FMA:52632,AS,lacrimal nerve proper
peripheral_nervous_system,FMA:52633,AS,communicating branch of lacrimal nerve with zygomaticotemporal branch of zygomatic nerve
peripheral_nervous_system,FMA:52625,AS,tentorial nerve
peripheral_nervous_system,UBERON:0001646,AS,abducens nerve
peripheral_nervous_system,UBERON:0001647,AS,facial nerve
peripheral_nervous_system,FMA:53310,AS,buccal branch of facial nerve
peripheral_nervous_system,FMA:53324,AS,superficial buccal branch of facial nerve
peripheral_nervous_system,FMA:53370,AS,nerve to depressor septi nasi
peripheral_nervous_system,FMA:53369,AS,superficial buccal branch of facial nerve to nasalis
peripheral_nervous_system,FMA:53330,AS,uperficial buccal branch of facial nerve to procerus
peripheral_nervous_system,FMA:53332,AS,communicating branch of superficial buccal branch of facial nerve with external nasal nerve
peripheral_nervous_system,FMA:53331,AS,communicating branch of superficial buccal branch of facial nerve with infratrochlear nerve
peripheral_nervous_system,FMA:53325,AS,deep buccal branch of facial nerve
peripheral_nervous_system,FMA:53340,AS,lower deep buccal branch of facial nerve
peripheral_nervous_system,FMA:53356,AS,branch of lower deep buccal branch of facial nerve to orbicularis oris
peripheral_nervous_system,FMA:53357,AS,branch of lower deep buccal branch of facial nerve to buccinator
peripheral_nervous_system,FMA:82666,AS,nerve to zygomaticus minor
peripheral_nervous_system,FMA:53339,AS,upper deep buccal branch of facial nerve
peripheral_nervous_system,FMA:82660,AS,nerve to levator anguli oris
peripheral_nervous_system,FMA:53352,AS,branch of upper deep buccal branch of facial nerve to levator labii superioris
peripheral_nervous_system,FMA:82669,AS,nerve to levator labii superioris alaeque nasi
peripheral_nervous_system,FMA:53349,AS,nerve to zygomaticus major
peripheral_nervous_system,FMA:53362,AS,communicating branch of buccal branch of facial nerve with buccal nerve
peripheral_nervous_system,FMA:53396,AS,cervical branch of facial nerve
peripheral_nervous_system,FMA:53403,AS,branch of cervical branch of facial nerve to platysma
peripheral_nervous_system,FMA:53406,AS,communicating branch of cervical branch of facial nerve with transverse cutaneous cervical nerve
peripheral_nervous_system,FMA:53278,AS,auricularis posterior branch of facial nerve
peripheral_nervous_system,FMA:53283,AS,branch of posterior auricular nerve to occipitalis
peripheral_nervous_system,FMA:53282,AS,auricular branch of posterior auricular nerve
peripheral_nervous_system,FMA:82842,AS,nerve to auricularis posterior
peripheral_nervous_system,FMA:82610,AS,nerve to oblique muscle of auricle
peripheral_nervous_system,FMA:82607,AS,nerve to transverse muscle of auricle
peripheral_nervous_system,FMA:53365,AS,marginal mandibular branch of facial nerve
peripheral_nervous_system,FMA:82647,AS,branch of marginal mandibular branch of facial nerve to orbicularis oris
peripheral_nervous_system,FMA:82654,AS,nerve to depressor anguli oris
peripheral_nervous_system,FMA:82657,AS,nerve to depressor labii inferioris
peripheral_nervous_system,FMA:81179,AS,nerve to mentalis
peripheral_nervous_system,FMA:53390,AS,branch of marginal mandibular branch of facial nerve to risorius
peripheral_nervous_system,FMA:82651,AS,nerve to transversus menti
peripheral_nervous_system,FMA:53393,AS,communicating branch of marginal mandibular branch of facial nerve with mental nerve
peripheral_nervous_system,FMA:53291,AS,temporal branch of facial nerve
peripheral_nervous_system,FMA:53377,AS,branch of temporal branch of facial nerve to orbicularis oculi
peripheral_nervous_system,FMA:82613,AS,nerve to antitragicus
peripheral_nervous_system,FMA:82603,AS,nerve to auricularis anterior
peripheral_nervous_system,FMA:53378,AS,branch of temporal branch of facial nerve to auricularis superior
peripheral_nervous_system,FMA:53379,AS,branch of temporal branch of facial nerve to corrugator supercilii
peripheral_nervous_system,FMA:82674,AS,nerve to depressor supercilii
peripheral_nervous_system,FMA:53376,AS,branch of temporal branch of facial nerve to frontalis
peripheral_nervous_system,FMA:82619,AS,nerve to helicis major
peripheral_nervous_system,FMA:82622,AS,nerve to helicis minor
peripheral_nervous_system,FMA:79880,AS,branch of temporal branch of facial nerve to temporoparietalis
peripheral_nervous_system,FMA:82616,AS,nerve to tragicus
peripheral_nervous_system,FMA:53307,AS,zygomatic branch of facial nerve
peripheral_nervous_system,FMA:53314,AS,branch of zygomatic branch of facial nerve to orbicularis oculi
peripheral_nervous_system,FMA:53315,AS,communicating branch of zygomatic branch of facial nerve with lacrimal nerve
peripheral_nervous_system,FMA:53316,AS,communicating branch of zygomatic branch of facial nerve with zygomaticofacial branch of zygomatic nerve
peripheral_nervous_system,FMA:53288,AS,digastric branch of facial nerve
peripheral_nervous_system,FMA:53228,AS,chorda tympani nerve
peripheral_nervous_system,FMA:53303,AS,parotid branch of facial nerve
peripheral_nervous_system,FMA:53417,AS,greater superficial petrosal branch of facial nerve
peripheral_nervous_system,FMA:53298,AS,stylohyoid branch of facial nerve
peripheral_nervous_system,FMA:53275,AS,branch of facial nerve to stapedius
peripheral_nervous_system,FMA:53293,AS,communicating branch of facial nerve with glossopharyngeal nerve
peripheral_nervous_system,FMA:53425,AS,cmmunicating branch of intermediate nerve with tympanic plexus
peripheral_nervous_system,FMA:53426,AS,communicating branch of intermediate nerve with vagus nerve
peripheral_nervous_system,UBERON:0001648,AS,vestibulocochlear nerve
peripheral_nervous_system,FMA:53431,AS,auditory nerve
peripheral_nervous_system,FMA:53401,AS,vestibular nerve
peripheral_nervous_system,FMA:53455,AS,anterior ampullary nerve
peripheral_nervous_system,FMA:53461,AS,lateral ampullary nerve
peripheral_nervous_system,FMA:53464,AS,posterior ampullary nerve
peripheral_nervous_system,FMA:53467,AS,saccular nerve
peripheral_nervous_system,FMA:53434,AS,utricular nerve
peripheral_nervous_system,FMA:53442,AS,utriculo-ampullary nerve
peripheral_nervous_system,FMA:53458,AS,cochlear communicating branch of vestibular nerve
peripheral_nervous_system,UBERON:0001649,AS,glossopharyngeal nerve
peripheral_nervous_system,FMA:53488,AS,carotid branch of glossopharyngeal nerve
peripheral_nervous_system,FMA:53491,AS,lesser superficial petrosal nerve
peripheral_nervous_system,FMA:53490,AS,lingual branch of glossopharyngeal nerve
peripheral_nervous_system,FMA:53518,AS,lingual branch of glossopharyngeal nerve to postsulcal part of tongue
peripheral_nervous_system,FMA:53517,AS,lingual branch of glossopharyngeal nerve to vallate papillae
peripheral_nervous_system,FMA:53487,AS,stylopharyngeal branch of glossopharyngeal nerve
peripheral_nervous_system,FMA:77991,AS,parotid branch of glossopharyngeal nerve
peripheral_nervous_system,FMA:53486,AS,pharyngeal branch of glossopharyngeal nerve
peripheral_nervous_system,FMA:53489,AS,tonsillar branch of glossopharyngeal nerve
peripheral_nervous_system,FMA:53480,AS,jacobson's nerve
peripheral_nervous_system,FMA:53483,AS,communicating branch of glossopharyngeal nerve with auricular branch of vagus nerve
peripheral_nervous_system,FMA:53492,AS,communicating branch of glossopharyngeal nerve with auriculotemporal nerve
peripheral_nervous_system,FMA:53493,AS,communicating branch of glossopharyngeal nerve with chorda tympani
peripheral_nervous_system,UBERON:0001759,AS,vagus nerve
peripheral_nervous_system,FMA:6232,AS,auricular branch of vagus nerve
peripheral_nervous_system,FMA:53593,AS,branch of auricular branch of vagus nerve to floor of external acoustic meatus
peripheral_nervous_system,FMA:6694,AS,vagal branch to posterior wall of external acoustic meatus
peripheral_nervous_system,FMA:6695,AS,branch of auricular branch of vagus nerve to tympanic membrane
peripheral_nervous_system,FMA:6691,AS,communicating branch of auricular branch of vagus nerve with facial nerve
peripheral_nervous_system,FMA:6692,AS,communicating branch of auricular branch of vagus nerve with posterior auricular nerve
peripheral_nervous_system,FMA:6246,AS,recurrent laryngeal nerve
peripheral_nervous_system,FMA:6251,AS,branch of recurrent laryngeal nerve to mucosa of larynx
peripheral_nervous_system,FMA:6250,AS,branch of recurrent laryngeal nerve to muscle of larynx
peripheral_nervous_system,FMA:53524,AS,branch of recurrent laryngeal nerve to inferior pharyngeal constrictor
peripheral_nervous_system,FMA:53614,AS,branch of recurrent laryngeal nerve to ceratocricoid
peripheral_nervous_system,FMA:6253,AS,branch of recurrent laryngeal nerve to lateral crico-arytenoid
peripheral_nervous_system,FMA:6255,AS,branch of recurrent laryngeal nerve to oblique arytenoid
peripheral_nervous_system,FMA:6252,AS,branch of recurrent laryngeal nerve to posterior crico-arytenoid
peripheral_nervous_system,FMA:6256,AS,branch of recurrent laryngeal nerve to thyroarytenoid
peripheral_nervous_system,FMA:6254,AS,branch of recurrent laryngeal nerve to transverse arytenoid
peripheral_nervous_system,FMA:6257,AS,branch of recurrent laryngeal nerve to vocalis
peripheral_nervous_system,FMA:6248,AS,esophageal branch of recurrent laryngeal nerve
peripheral_nervous_system,FMA:6710,AS,extra-laryngeal branch of recurrent laryngeal nerve to larynx
peripheral_nervous_system,FMA:6249,AS,tracheal branch of recurrent laryngeal nerve
peripheral_nervous_system,FMA:53526,AS,communicating branch of recurrent laryngeal nerve with internal laryngeal nerve
peripheral_nervous_system,FMA:6239,AS,superior laryngeal branch of vagus
peripheral_nervous_system,FMA:6240,AS,internal branch of superior laryngeal nerve
peripheral_nervous_system,FMA:6242,AS,lower branch of internal laryngeal nerve
peripheral_nervous_system,FMA:6699,AS,lower branch of internal laryngeal nerve to aryepiglottic fold
peripheral_nervous_system,FMA:53543,AS,lower branch of internal laryngeal nerve to arytenoideus
peripheral_nervous_system,FMA:6700,AS,lower branch of internal laryngeal nerve to mucosa of arytenoid cartilage
peripheral_nervous_system,FMA:53544,AS,communicating branch of internal laryngeal nerve with recurrent laryngeal nerve
peripheral_nervous_system,FMA:6241,AS,upper branch of internal laryngeal nerve
peripheral_nervous_system,FMA:6703,AS,upper branch of internal laryngeal nerve to vallecula of epiglottis
peripheral_nervous_system,FMA:6702,AS,upper branch of internal laryngeal nerve to epiglottis
peripheral_nervous_system,FMA:6704,AS,upper branch of internal laryngeal nerve to laryngeal vestibule
peripheral_nervous_system,FMA:6697,AS,upper branch of internal laryngeal nerve to mucosa of pharynx
peripheral_nervous_system,FMA:6243,AS,external branch of superior laryngeal nerve
peripheral_nervous_system,FMA:6705,AS,branch of external laryngeal nerve to cricothyroid muscle
peripheral_nervous_system,FMA:6707,AS,branch of external laryngeal nerve to inferior pharyngeal constrictor
peripheral_nervous_system,FMA:6706,AS,branch of external laryngeal nerve to pharyngeal nerve plexus
peripheral_nervous_system,FMA:6709,AS,branch of external laryngeal nerve to superior cervical sympathetic ganglion
peripheral_nervous_system,FMA:6708,AS,communicating branch of external laryngeal nerve with superior cardiac nerve
peripheral_nervous_system,FMA:77213,AS,branch of right vagus nerve to pancreas
peripheral_nervous_system,FMA:6237,AS,vagal branch to carotid body
peripheral_nervous_system,FMA:6247,AS,bronchial branch of vagus nerve
peripheral_nervous_system,FMA:53612,AS,cardiac branch of vagus nerve
peripheral_nervous_system,FMA:6711,AS,cardiac branch of right vagus to deep cardiac plexus
peripheral_nervous_system,FMA:53600,AS,cervical cardiac branch of vagus nerve
peripheral_nervous_system,FMA:6245,AS,inferior cervical cardiac branch of vagus nerve
peripheral_nervous_system,FMA:6244,AS,superior cervical cardiac branch of vagus
peripheral_nervous_system,FMA:53601,AS,thoracic cardiac branch of vagus nerve
peripheral_nervous_system,FMA:65514,AS,esophageal branch of vagal trunk
peripheral_nervous_system,FMA:6715,AS,esophageal branch of anterior vagal trunk
peripheral_nervous_system,FMA:6716,AS,esophageal branch of posterior vagal trunk
peripheral_nervous_system,FMA:78582,AS,gastric branch of vagus nerve
peripheral_nervous_system,FMA:6231,AS,meningeal branch of vagus nerve
peripheral_nervous_system,FMA:6234,AS,pharyngeal branch of vagus nerve
peripheral_nervous_system,FMA:6235,AS,lingual branch of pharyngeal branch of vagus
peripheral_nervous_system,FMA:6236,AS,pharyngeal branch of vagus nerve to pharyngeal nerve plexus
peripheral_nervous_system,FMA:65515,AS,pulmonary branch of vagus nerve
peripheral_nervous_system,FMA:6670,AS,renal branch of vagus nerve
peripheral_nervous_system,FMA:6233,AS,communicating branch of vagus nerve with glossopharyngeal nerve
peripheral_nervous_system,FMA:6720,AS,spinal accessory nerve
peripheral_nervous_system,FMA:82584,AS,sternocleidomastoid branch of spinal accessory nerve
peripheral_nervous_system,FMA:82581,AS,trapezius branch of spinal accessory nerve
peripheral_nervous_system,FMA:77543,AS,internal branch of accessory nerve
peripheral_nervous_system,FMA:77544,AS,external branch of accessory nerve
peripheral_nervous_system,FMA:77541,AS,vagal part of accessory nerve
peripheral_nervous_system,UBERON:0001650,AS,hypoglossal nerve
peripheral_nervous_system,FMA:54402,AS,descending branch of hypoglossal nerve
peripheral_nervous_system,FMA:54451,AS,branch of hypoglossal nerve to ansa cervicalis
peripheral_nervous_system,FMA:54432,AS,nerve to superior belly of omohyoid
peripheral_nervous_system,FMA:54400,AS,meningeal branch of hypoglossal nerve
peripheral_nervous_system,FMA:54421,AS,meningeal branch of hypoglossal nerve to anterior wall of posterior cranial fossa
peripheral_nervous_system,FMA:54417,AS,meningeal branch of hypoglossal nerve to diploe of occipital bone
peripheral_nervous_system,FMA:54420,AS,meningeal branch of hypoglossal nerve to floor of posterior cranial fossa
peripheral_nervous_system,FMA:54419,AS,meningeal branch of hypoglossal nerve to wall of inferior petrosal sinus
peripheral_nervous_system,FMA:54418,AS,meningeal branch of hypoglossal nerve to wall of occipital sinus
peripheral_nervous_system,FMA:54407,AS,branch of hypoglossal nerve to genioglossus
peripheral_nervous_system,FMA:54404,AS,branch of hypoglossal nerve to geniohyoid
peripheral_nervous_system,FMA:54406,AS,branch of hypoglossal nerve to hyoglossus
peripheral_nervous_system,FMA:82628,AS,nerve to inferior longitudinal muscle of tongue
peripheral_nervous_system,FMA:54408,AS,branch of hypoglossal nerve to palatopharyngeus
peripheral_nervous_system,FMA:54405,AS,branch of hypoglossal nerve to styloglossus
peripheral_nervous_system,FMA:82625,AS,nerve to superior longitudinal muscle of tongue
peripheral_nervous_system,FMA:82631,AS,nerve to transverse muscle of tongue
peripheral_nervous_system,UBERON:0035650,AS,nerve of clitoris
peripheral_nervous_system,UBERON:0003725,AS,cervical plexus
peripheral_nervous_system,UBERON:0001884,AS,phrenic nerve
peripheral_nervous_system,FMA:6205,AS,anterior diaphragmatic branch of phrenic nerve
peripheral_nervous_system,FMA:6206,AS,anterolateral diaphragmatic branch of phrenic nerve
peripheral_nervous_system,FMA:6203,AS,branch of phrenic nerve to diaphragmatic pleura
peripheral_nervous_system,FMA:6202,AS,branch of phrenic nerve to mediastinal pleura
peripheral_nervous_system,FMA:6200,AS,communicating branch of phrenic nerve to internal thoracic plexus
peripheral_nervous_system,FMA:6204,AS,diaphragmatic branch of phrenic nerve
peripheral_nervous_system,FMA:6201,AS,pericardial branch of phrenic nerve
peripheral_nervous_system,FMA:6210,AS,peritoneal branch of diaphragmatic branch of phrenic nerve
peripheral_nervous_system,FMA:6207,AS,posterior diaphragmatic branch of phrenic nerve
peripheral_nervous_system,FMA:6208,AS,posterior ramus of posterior diaphragmatic branch of phrenic nerve
peripheral_nervous_system,FMA:6209,AS,posterolateral ramus of posterior diaphragmatic branch of phrenic nerve
peripheral_nervous_system,FMA:65414,AS,supraclavicular nerve
peripheral_nervous_system,FMA:78651,AS,intermediate supraclavicular nerve
peripheral_nervous_system,FMA:78654,AS,lateral supraclavicular nerve
peripheral_nervous_system,FMA:78648,AS,medial supraclavicular nerve
peripheral_nervous_system,UBERON:0008833,AS,great auricular nerve
peripheral_nervous_system,FMA:6880,AS,greater auricular nerve anterior branch
peripheral_nervous_system,FMA:6881,AS,greater auricular nerve posterior branch
peripheral_nervous_system,FMA:6873,AS,transverse cervical nerve
peripheral_nervous_system,FMA:55175,AS,inferior branch of transverse cervical nerve
peripheral_nervous_system,FMA:55174,AS,superior branch of transverse cervical nerve
peripheral_nervous_system,FMA:6871,AS,lesser occipital nerve
peripheral_nervous_system,FMA:6878,AS,auricular branch to skin of upper third of medial auricle
peripheral_nervous_system,FMA:12208,AS,branch of lesser occipital nerve to posterior auricular branch of facial nerve
peripheral_nervous_system,FMA:6874,AS,branch to great auricular nerve
peripheral_nervous_system,FMA:6875,AS,branch to greater occipital nerve
peripheral_nervous_system,FMA:6879,AS,branch to posterior branch of great auricular nerve
peripheral_nervous_system,FMA:6877,AS,cutaneous branch to scalp behind auricle
peripheral_nervous_system,UBERON:0001814,AS,brachial plexus
peripheral_nervous_system,FMA:37025,AS,suprascapular nerve
peripheral_nervous_system,FMA:81307,AS,branch of suprascapular nerve to glenohumeral joint
peripheral_nervous_system,FMA:81314,AS,branch of suprascapular nerve to infraspinatus muscle
peripheral_nervous_system,FMA:81304,AS,branch of suprascapular nerve to supraspinatus
peripheral_nervous_system,FMA:65296,AS,lateral pectoral nerve
peripheral_nervous_system,FMA:81246,AS,Branch of lateral pectoral nerve
peripheral_nervous_system,FMA:81247,AS,branch of lateral pectoral nerve to clavicular part of pectoralis major
peripheral_nervous_system,FMA:84178,AS,branch of lateral pectoral nerve to glenohumeral joint
peripheral_nervous_system,FMA:81330,AS,branch of lateral pectoral nerve to sternocostal part of pectoralis major
peripheral_nervous_system,FMA:81250,AS,pectoralis minor branch of lateral pectoral nerve
peripheral_nervous_system,FMA:65293,AS,medial pectoral nerve
peripheral_nervous_system,FMA:81260,AS,branch of medial pectoral nerve to clavicular part of pectoralis major
peripheral_nervous_system,FMA:81333,AS,branch of medial pectoral nerve to sternocostal part of pectoralis major
peripheral_nervous_system,FMA:81263,AS,branch of medial pectoral nerve to pectoralis minor
peripheral_nervous_system,FMA:65304,AS,superior subscapular nerve
peripheral_nervous_system,FMA:81278,AS,subscapularis branch of superior subscapular nerve (1)
peripheral_nervous_system,FMA:81281,AS,subscapularis branch of superior subscapular nerve (2)
peripheral_nervous_system,FMA:65307,AS,inferior subscapular nerve
peripheral_nervous_system,FMA:81300,AS,branch of inferior subscapular nerve to teres major
peripheral_nervous_system,FMA:81297,AS,subscapularis branch of inferior subscapular nerve
peripheral_nervous_system,FMA:65290,AS,thoracodorsal nerve
peripheral_nervous_system,FMA:81258,AS,branch of thoracodorsal nerve to latissimus dorsi
peripheral_nervous_system,FMA:81355,AS,branch of thoracodorsal nerve to latissimus dorsi (1)
peripheral_nervous_system,FMA:81356,AS,branch of thoracodorsal nerve to latissimus dorsi (2)
peripheral_nervous_system,FMA:81357,AS,branch of thoracodorsal nerve to latissimus dorsi (n)
peripheral_nervous_system,UBERON:0001493,AS,axillary nerve
peripheral_nervous_system,FMA:81285,AS,anterior branch of axillary nerve
peripheral_nervous_system,FMA:81325,AS,cutaneous branch of anterior branch of axillary nerve
peripheral_nervous_system,FMA:81322,AS,deltoid branch of anterior branch of axillary nerve
peripheral_nervous_system,FMA:81286,AS,posterior branch of axillary nerve
peripheral_nervous_system,FMA:65300,AS,deltoid branch of posterior branch of axillary nerve
peripheral_nervous_system,FMA:65301,AS,branch of posterior branch of axillary nerve to teres minor
peripheral_nervous_system,FMA:65303,AS,superior lateral cutaneous nerve of arm
peripheral_nervous_system,FMA:84175,AS,branch of axillary nerve to glenohumeral joint
peripheral_nervous_system,FMA:65275,AS,long thoracic nerve
peripheral_nervous_system,FMA:81373,AS,branch of long thoracic nerve to serratus anterior (1)
peripheral_nervous_system,FMA:81374,AS,branch of long thoracic nerve to serratus anterior (2)
peripheral_nervous_system,FMA:81375,AS,branch of long thoracic nerve to serratus anterior (n)
peripheral_nervous_system,UBERON:0003724,AS,musculocutaneous nerve
peripheral_nervous_system,FMA:62468,AS,branch of musculocutaneous nerve to biceps brachii
peripheral_nervous_system,FMA:67952,AS,branch of musculocutaneous nerve to brachialis
peripheral_nervous_system,FMA:62467,AS,branch of musculocutaneous nerve to coracobrachialis
peripheral_nervous_system,FMA:67953,AS,branch of musculocutaneous nerve to humerus
peripheral_nervous_system,FMA:81239,AS,branch of musculocutaneous nerve to long head of biceps brachii
peripheral_nervous_system,FMA:81240,AS,branch of musculocutaneous nerve to short head of biceps brachii
peripheral_nervous_system,FMA:39080,AS,lateral cutaneous nerve of forearm
peripheral_nervous_system,FMA:65246,AS,medial cutaneous nerve of arm
peripheral_nervous_system,FMA:39079,AS,medial cutaneous nerve of forearm
peripheral_nervous_system,FMA:65311,AS,anterior branch of medial cutaneous nerve of forearm
peripheral_nervous_system,FMA:65312,AS,posterior branch of medial cutaneous nerve of forearm
peripheral_nervous_system,FMA:65279,AS,Dorsal scapular nerve
peripheral_nervous_system,FMA:61917,AS,Subclavian nerve plexus
peripheral_nervous_system,FMA:65280,AS,Subclavian nerve
peripheral_nervous_system,FMA:78594,AS,Nerve to subclavius
peripheral_nervous_system,UBERON:0001148,AS,median nerve
peripheral_nervous_system,UBERON:0002211,AS,nerve root
peripheral_nervous_system,FMA:65244,AS,Lateral root of median nerve
peripheral_nervous_system,FMA:65243,AS,Median root of median nerve
peripheral_nervous_system,FMA:44822,AS,anterior interosseous nerve
peripheral_nervous_system,FMA:44829,AS,articular branch of anterior interosseous nerve
peripheral_nervous_system,FMA:44834,AS,nerve to carpal joint
peripheral_nervous_system,FMA:44832,AS,nerve to distal radio-ulnar joint
