respiratory system,respiratory system process,GO:0003016,blood gas transport,gas transport,GO:0015669,oxygen carriage,oxygen transport,GO:0015671,hemoglobin loading and unloading,oxygen binding,GO:0019825,,,,,,,,,,,,,dissolved oxygen alone could supply only a small fraction of resting demand; haemoglobin raises carrying capacity roughly seventyfold,Haemoglobin holds the great majority of blood oxygen in reversible chemical combination,cell,blood,blood,UBERON:0000178,erythrocyte,erythrocyte,CL:0000232,,,,does,X storage,oxygen,,,,,,,,,"[19, 21]","units = mL O2/dL blood; 1.34 mL O2 per g haemoglobin at a haemoglobin of 15 g/dL, plus 0.3 mL/dL dissolved",seconds,,circulatory,arterial oxygen saturation,Oxygen saturation in Arterial blood,LOINC:2708-6,hemoglobin,Hemoglobin [Mass/volume] in Blood,LOINC:718-7,arterial PO2,Oxygen [Partial pressure] in Arterial blood,LOINC:2703-7,arterial pH,pH of Arterial blood,LOINC:2744-1,cardiovascular system,blood circulation,GO:0008015,erythropoiesis,,,tissue metabolism,,,acid-base homeostasis,regulation of pH,GO:0006885,West's Respiratory Physiology: The Essentials,,6,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,blood gas transport,gas transport,GO:0015669,oxygen carriage,oxygen transport,GO:0015671,hemoglobin loading and unloading,oxygen binding,GO:0019825,,,,,,,,,,,,,the flat upper portion of the curve means saturation is well defended against falls in alveolar PO2 down to about 60 mmHg,Erythrocytes load oxygen in the pulmonary capillary along the flat upper part of the dissociation curve,cell,blood,blood,UBERON:0000178,erythrocyte,erythrocyte,CL:0000232,,,,does,X uptake,oxygen,,,,,,,,,"[95, 100]",units = percent arterial saturation; cooperative binding across four haem sites gives the sigmoid dissociation curve,seconds,,circulatory,arterial oxygen saturation,Oxygen saturation in Arterial blood,LOINC:2708-6,hemoglobin,Hemoglobin [Mass/volume] in Blood,LOINC:718-7,arterial PO2,Oxygen [Partial pressure] in Arterial blood,LOINC:2703-7,arterial pH,pH of Arterial blood,LOINC:2744-1,cardiovascular system,blood circulation,GO:0008015,erythropoiesis,,,tissue metabolism,,,acid-base homeostasis,regulation of pH,GO:0006885,West's Respiratory Physiology: The Essentials,,6,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,blood gas transport,gas transport,GO:0015669,oxygen carriage,oxygen transport,GO:0015671,hemoglobin loading and unloading,oxygen binding,GO:0019825,,,,,,,,,,,,,,Erythrocytes unload oxygen in tissue capillaries along the steep part of the dissociation curve,cell,blood,blood,UBERON:0000178,erythrocyte,erythrocyte,CL:0000232,,,,does,X secretion,oxygen,,,,,,,,,"[25, 29]",units = mmHg P50; the steep portion of the curve permits large oxygen release for small falls in tissue PO2,seconds,,circulatory,arterial oxygen saturation,Oxygen saturation in Arterial blood,LOINC:2708-6,hemoglobin,Hemoglobin [Mass/volume] in Blood,LOINC:718-7,arterial PO2,Oxygen [Partial pressure] in Arterial blood,LOINC:2703-7,arterial pH,pH of Arterial blood,LOINC:2744-1,cardiovascular system,blood circulation,GO:0008015,erythropoiesis,,,tissue metabolism,,,acid-base homeostasis,regulation of pH,GO:0006885,West's Respiratory Physiology: The Essentials,,6,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,blood gas transport,gas transport,GO:0015669,oxygen carriage,oxygen transport,GO:0015671,hemoglobin loading and unloading,oxygen binding,GO:0019825,,,,,,,,,,,,,,,cell,blood,blood,UBERON:0000178,erythrocyte,erythrocyte,CL:0000232,hydrogen ion,,,increases,X secretion,oxygen,,,,,,,,,,Bohr effect: acidifying metabolically active tissue shifts the curve right and promotes local unloading,seconds,circulatory,circulatory,arterial oxygen saturation,Oxygen saturation in Arterial blood,LOINC:2708-6,hemoglobin,Hemoglobin [Mass/volume] in Blood,LOINC:718-7,arterial PO2,Oxygen [Partial pressure] in Arterial blood,LOINC:2703-7,arterial pH,pH of Arterial blood,LOINC:2744-1,cardiovascular system,blood circulation,GO:0008015,erythropoiesis,,,tissue metabolism,,,acid-base homeostasis,regulation of pH,GO:0006885,West's Respiratory Physiology: The Essentials,,6,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,blood gas transport,gas transport,GO:0015669,oxygen carriage,oxygen transport,GO:0015671,hemoglobin loading and unloading,oxygen binding,GO:0019825,,,,,,,,,,,,,,,cell,blood,blood,UBERON:0000178,erythrocyte,erythrocyte,CL:0000232,carbon dioxide,,,increases,X secretion,oxygen,,,,,,,,,,,seconds,circulatory,circulatory,arterial oxygen saturation,Oxygen saturation in Arterial blood,LOINC:2708-6,hemoglobin,Hemoglobin [Mass/volume] in Blood,LOINC:718-7,arterial PO2,Oxygen [Partial pressure] in Arterial blood,LOINC:2703-7,arterial pH,pH of Arterial blood,LOINC:2744-1,cardiovascular system,blood circulation,GO:0008015,erythropoiesis,,,tissue metabolism,,,acid-base homeostasis,regulation of pH,GO:0006885,West's Respiratory Physiology: The Essentials,,6,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,blood gas transport,gas transport,GO:0015669,oxygen carriage,oxygen transport,GO:0015671,hemoglobin loading and unloading,oxygen binding,GO:0019825,,,,,,,,,,,,,,,cell,blood,blood,UBERON:0000178,erythrocyte,erythrocyte,CL:0000232,temperature,,,increases,X secretion,oxygen,,,,,,,,,,"exercising muscle is warm as well as acidic, and both shift the curve in the same helpful direction",seconds-minutes,systemic,circulatory,arterial oxygen saturation,Oxygen saturation in Arterial blood,LOINC:2708-6,hemoglobin,Hemoglobin [Mass/volume] in Blood,LOINC:718-7,arterial PO2,Oxygen [Partial pressure] in Arterial blood,LOINC:2703-7,arterial pH,pH of Arterial blood,LOINC:2744-1,cardiovascular system,blood circulation,GO:0008015,erythropoiesis,,,tissue metabolism,,,acid-base homeostasis,regulation of pH,GO:0006885,West's Respiratory Physiology: The Essentials,,6,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,blood gas transport,gas transport,GO:0015669,oxygen carriage,oxygen transport,GO:0015671,hemoglobin loading and unloading,oxygen binding,GO:0019825,,,,,,,,,,,,,,,cell,blood,blood,UBERON:0000178,erythrocyte,erythrocyte,CL:0000232,"2,3-bisphosphoglycerate",,,increases,X secretion,oxygen,,,,,,,,,,rises within hours to days of hypoxia or anaemia; a slow adaptive right shift,hours-days,intra-organ,circulatory,arterial oxygen saturation,Oxygen saturation in Arterial blood,LOINC:2708-6,hemoglobin,Hemoglobin [Mass/volume] in Blood,LOINC:718-7,arterial PO2,Oxygen [Partial pressure] in Arterial blood,LOINC:2703-7,arterial pH,pH of Arterial blood,LOINC:2744-1,cardiovascular system,blood circulation,GO:0008015,erythropoiesis,,,tissue metabolism,,,acid-base homeostasis,regulation of pH,GO:0006885,West's Respiratory Physiology: The Essentials,,6,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,blood gas transport,gas transport,GO:0015669,oxygen carriage,oxygen transport,GO:0015671,hemoglobin loading and unloading,oxygen binding,GO:0019825,,,,,,,,,,,,,,,cell,blood,blood,UBERON:0000178,erythrocyte,erythrocyte,CL:0000232,carbon monoxide,,,decreases,X secretion,oxygen,,,,,,,,,,"CO binds haemoglobin about 240 times more avidly than oxygen and also left-shifts the curve, so it both lowers capacity and impairs release",minutes-hours,circulatory,circulatory,arterial oxygen saturation,Oxygen saturation in Arterial blood,LOINC:2708-6,hemoglobin,Hemoglobin [Mass/volume] in Blood,LOINC:718-7,arterial PO2,Oxygen [Partial pressure] in Arterial blood,LOINC:2703-7,arterial pH,pH of Arterial blood,LOINC:2744-1,cardiovascular system,blood circulation,GO:0008015,erythropoiesis,,,tissue metabolism,,,acid-base homeostasis,regulation of pH,GO:0006885,West's Respiratory Physiology: The Essentials,,6,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,blood gas transport,gas transport,GO:0015669,oxygen carriage,oxygen transport,GO:0015671,hemoglobin loading and unloading,oxygen binding,GO:0019825,,,,,,,,,,,,,,,cell,blood,blood,UBERON:0000178,erythrocyte,erythrocyte,CL:0000232,methaemoglobin,,,decreases,X storage,oxygen,,,,,,,,,,oxidation of haem iron to the ferric state abolishes oxygen binding at the affected sites,minutes-hours,circulatory,circulatory,arterial oxygen saturation,Oxygen saturation in Arterial blood,LOINC:2708-6,hemoglobin,Hemoglobin [Mass/volume] in Blood,LOINC:718-7,arterial PO2,Oxygen [Partial pressure] in Arterial blood,LOINC:2703-7,arterial pH,pH of Arterial blood,LOINC:2744-1,cardiovascular system,blood circulation,GO:0008015,erythropoiesis,,,tissue metabolism,,,acid-base homeostasis,regulation of pH,GO:0006885,West's Respiratory Physiology: The Essentials,,6,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,blood gas transport,gas transport,GO:0015669,oxygen carriage,oxygen transport,GO:0015671,hemoglobin loading and unloading,oxygen binding,GO:0019825,,,,,,,,,,,,,,,cell,blood,blood,UBERON:0000178,erythrocyte,erythrocyte,CL:0000232,fetal hemoglobin,,,decreases,X secretion,oxygen,,,,,,,,,,"HbF has a P50 near 19 mmHg, which favours placental oxygen extraction from maternal blood",seconds,circulatory,circulatory,arterial oxygen saturation,Oxygen saturation in Arterial blood,LOINC:2708-6,hemoglobin,Hemoglobin [Mass/volume] in Blood,LOINC:718-7,arterial PO2,Oxygen [Partial pressure] in Arterial blood,LOINC:2703-7,arterial pH,pH of Arterial blood,LOINC:2744-1,cardiovascular system,blood circulation,GO:0008015,erythropoiesis,,,tissue metabolism,,,acid-base homeostasis,regulation of pH,GO:0006885,West's Respiratory Physiology: The Essentials,,6,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,blood gas transport,gas transport,GO:0015669,carbon dioxide carriage,carbon dioxide transport,GO:0015670,"bicarbonate, carbamino and dissolved forms",,,,,,,,,,,,,,,"plasma lacks carbonic anhydrase, so the hydration reaction that makes bicarbonate transport possible happens almost entirely inside the red cell","Erythrocyte carbonic anhydrase hydrates CO2 to carbonic acid, which dissociates to bicarbonate and a proton",cell,blood,blood,UBERON:0000178,erythrocyte,erythrocyte,CL:0000232,,,,does,X conversion to Y,carbon dioxide,,,bicarbonate,,,,,,"[22, 26]","units = mmol/L plasma bicarbonate; about 70% of transported CO2 travels as bicarbonate, generated by erythrocyte carbonic anhydrase",seconds,,circulatory,arterial PCO2,Carbon dioxide [Partial pressure] in Arterial blood,LOINC:2019-8,plasma bicarbonate,Bicarbonate [Moles/volume] in Serum or Plasma,LOINC:1963-8,arterial pH,pH of Arterial blood,LOINC:2744-1,,,,acid-base homeostasis,regulation of pH,GO:0006885,renal acid-base compensation,,,hemoglobin oxygen binding,oxygen binding,GO:0019825,,,,West's Respiratory Physiology: The Essentials,,6,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,blood gas transport,gas transport,GO:0015669,carbon dioxide carriage,carbon dioxide transport,GO:0015670,"bicarbonate, carbamino and dissolved forms",,,,,,,,,,,,,,,,Band 3 anion exchange moves newly formed bicarbonate into plasma in exchange for chloride,cell,blood,blood,UBERON:0000178,erythrocyte,erythrocyte,CL:0000232,,,,does,transport of X from Y to Z,bicarbonate,,,erythrocyte,,,plasma,,,,"the chloride shift exchanges bicarbonate outward for chloride inward, preserving electroneutrality and expanding the effective carrying pool",seconds,,circulatory,arterial PCO2,Carbon dioxide [Partial pressure] in Arterial blood,LOINC:2019-8,plasma bicarbonate,Bicarbonate [Moles/volume] in Serum or Plasma,LOINC:1963-8,arterial pH,pH of Arterial blood,LOINC:2744-1,,,,acid-base homeostasis,regulation of pH,GO:0006885,renal acid-base compensation,,,hemoglobin oxygen binding,oxygen binding,GO:0019825,,,,West's Respiratory Physiology: The Essentials,,6,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,blood gas transport,gas transport,GO:0015669,carbon dioxide carriage,carbon dioxide transport,GO:0015670,"bicarbonate, carbamino and dissolved forms",,,,,,,,,,,,,,,,Carbon dioxide binds directly to haemoglobin as carbamino compounds,cell,blood,blood,UBERON:0000178,erythrocyte,erythrocyte,CL:0000232,,,,does,X uptake,carbon dioxide,,,,,,,,,,carbamino compounds on the terminal amino groups of globin carry about 20-25% of transported CO2,seconds,,circulatory,arterial PCO2,Carbon dioxide [Partial pressure] in Arterial blood,LOINC:2019-8,plasma bicarbonate,Bicarbonate [Moles/volume] in Serum or Plasma,LOINC:1963-8,arterial pH,pH of Arterial blood,LOINC:2744-1,,,,acid-base homeostasis,regulation of pH,GO:0006885,renal acid-base compensation,,,hemoglobin oxygen binding,oxygen binding,GO:0019825,,,,West's Respiratory Physiology: The Essentials,,6,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,blood gas transport,gas transport,GO:0015669,carbon dioxide carriage,carbon dioxide transport,GO:0015670,"bicarbonate, carbamino and dissolved forms",,,,,,,,,,,,,,,,,cell,blood,blood,UBERON:0000178,erythrocyte,erythrocyte,CL:0000232,deoxyhemoglobin,,,increases,X uptake,carbon dioxide,,,,,,,,,,"Haldane effect: deoxygenated haemoglobin binds more CO2 and buffers more protons, so venous blood carries CO2 better than arterial blood would",seconds,circulatory,circulatory,arterial PCO2,Carbon dioxide [Partial pressure] in Arterial blood,LOINC:2019-8,plasma bicarbonate,Bicarbonate [Moles/volume] in Serum or Plasma,LOINC:1963-8,arterial pH,pH of Arterial blood,LOINC:2744-1,,,,acid-base homeostasis,regulation of pH,GO:0006885,renal acid-base compensation,,,hemoglobin oxygen binding,oxygen binding,GO:0019825,,,,West's Respiratory Physiology: The Essentials,,6,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,blood gas transport,gas transport,GO:0015669,carbon dioxide carriage,carbon dioxide transport,GO:0015670,"bicarbonate, carbamino and dissolved forms",,,,,,,,,,,,,,,,,cell,blood,blood,UBERON:0000178,erythrocyte,erythrocyte,CL:0000232,oxyhemoglobin,,,decreases,X uptake,carbon dioxide,,,,,,,,,,"oxygenation in the lung promotes CO2 release, the same effect running in reverse",seconds,circulatory,circulatory,arterial PCO2,Carbon dioxide [Partial pressure] in Arterial blood,LOINC:2019-8,plasma bicarbonate,Bicarbonate [Moles/volume] in Serum or Plasma,LOINC:1963-8,arterial pH,pH of Arterial blood,LOINC:2744-1,,,,acid-base homeostasis,regulation of pH,GO:0006885,renal acid-base compensation,,,hemoglobin oxygen binding,oxygen binding,GO:0019825,,,,West's Respiratory Physiology: The Essentials,,6,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,blood gas transport,gas transport,GO:0015669,carbon dioxide carriage,carbon dioxide transport,GO:0015670,"bicarbonate, carbamino and dissolved forms",,,,,,,,,,,,,,,the near-linear CO2 curve is why increased ventilation can correct PaCO2 in V/Q inequality even though it cannot correct PaO2,"In the lung the carbonic anhydrase reaction runs backward, regenerating CO2 for excretion",organ,lung,lung,UBERON:0002048,lung,,,,,,does,X conversion to Y,bicarbonate,,,carbon dioxide,,,,,,,"the reaction reverses in the pulmonary capillary as CO2 is blown off; the CO2 dissociation curve is nearly linear over the physiological range, unlike that for oxygen",seconds,,circulatory,arterial PCO2,Carbon dioxide [Partial pressure] in Arterial blood,LOINC:2019-8,plasma bicarbonate,Bicarbonate [Moles/volume] in Serum or Plasma,LOINC:1963-8,arterial pH,pH of Arterial blood,LOINC:2744-1,,,,acid-base homeostasis,regulation of pH,GO:0006885,renal acid-base compensation,,,hemoglobin oxygen binding,oxygen binding,GO:0019825,,,,West's Respiratory Physiology: The Essentials,,6,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,control of breathing,regulation of respiratory gaseous exchange,GO:0043576,chemoreflex control,regulation of respiratory gaseous exchange,GO:0043576,central and peripheral chemoreception,,,,,,,,,,,,,,,"central chemoreceptors in the ventral medulla respond to CSF hydrogen ion; CO2 crosses the blood-brain barrier freely while H+ and bicarbonate do not, which is why CO2 rather than plasma pH is the proximate stimulus",Rising arterial CO2 stimulates ventilation through medullary chemoreception of CSF acidity,organ system,lung,lung,UBERON:0002048,respiratory system,,,arterial carbon dioxide partial pressure,,,increases,transport of X from Y to Z,air,,,atmosphere,,,alveolus,,,"[2, 3]",units = L/min increase in ventilation per mmHg rise in PaCO2; the dominant minute-to-minute drive to breathe,seconds-minutes,circulatory,systemic,arterial PCO2,Carbon dioxide [Partial pressure] in Arterial blood,LOINC:2019-8,arterial PO2,Oxygen [Partial pressure] in Arterial blood,LOINC:2703-7,arterial pH,pH of Arterial blood,LOINC:2744-1,respiratory rate,Respiratory rate,LOINC:9279-1,brainstem respiratory centres,,,acid-base homeostasis,regulation of pH,GO:0006885,renal acid-base compensation,,,cerebral blood flow,,,West's Respiratory Physiology: The Essentials,,8,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,control of breathing,regulation of respiratory gaseous exchange,GO:0043576,chemoreflex control,regulation of respiratory gaseous exchange,GO:0043576,central and peripheral chemoreception,,,,,,,,,,,,,,,,,organ system,lung,lung,UBERON:0002048,respiratory system,,,arterial oxygen partial pressure,,,decreases,transport of X from Y to Z,air,,,atmosphere,,,alveolus,,,,"the hypoxic drive is weak until PaO2 falls below about 60 mmHg, then rises steeply",seconds-minutes,circulatory,systemic,arterial PCO2,Carbon dioxide [Partial pressure] in Arterial blood,LOINC:2019-8,arterial PO2,Oxygen [Partial pressure] in Arterial blood,LOINC:2703-7,arterial pH,pH of Arterial blood,LOINC:2744-1,respiratory rate,Respiratory rate,LOINC:9279-1,brainstem respiratory centres,,,acid-base homeostasis,regulation of pH,GO:0006885,renal acid-base compensation,,,cerebral blood flow,,,West's Respiratory Physiology: The Essentials,,8,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,control of breathing,regulation of respiratory gaseous exchange,GO:0043576,chemoreflex control,regulation of respiratory gaseous exchange,GO:0043576,central and peripheral chemoreception,,,,,,,,,,,,,,,,,organ system,lung,lung,UBERON:0002048,respiratory system,,,arterial pH,,,decreases,transport of X from Y to Z,air,,,atmosphere,,,alveolus,,,,"metabolic acidosis drives ventilation through the peripheral chemoreceptors, producing respiratory compensation",minutes-hours,circulatory,systemic,arterial PCO2,Carbon dioxide [Partial pressure] in Arterial blood,LOINC:2019-8,arterial PO2,Oxygen [Partial pressure] in Arterial blood,LOINC:2703-7,arterial pH,pH of Arterial blood,LOINC:2744-1,respiratory rate,Respiratory rate,LOINC:9279-1,brainstem respiratory centres,,,acid-base homeostasis,regulation of pH,GO:0006885,renal acid-base compensation,,,cerebral blood flow,,,West's Respiratory Physiology: The Essentials,,8,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,control of breathing,regulation of respiratory gaseous exchange,GO:0043576,chemoreflex control,regulation of respiratory gaseous exchange,GO:0043576,central and peripheral chemoreception,,,,,,,,,,,,,,,,,organ system,lung,lung,UBERON:0002048,respiratory system,,,chronic hypoxia,,,increases,transport of X from Y to Z,air,,,atmosphere,,,alveolus,,,,ventilatory acclimatisation develops over hours to days as CSF bicarbonate falls and restores central chemoreceptor sensitivity,hours-days,systemic,systemic,arterial PCO2,Carbon dioxide [Partial pressure] in Arterial blood,LOINC:2019-8,arterial PO2,Oxygen [Partial pressure] in Arterial blood,LOINC:2703-7,arterial pH,pH of Arterial blood,LOINC:2744-1,respiratory rate,Respiratory rate,LOINC:9279-1,brainstem respiratory centres,,,acid-base homeostasis,regulation of pH,GO:0006885,renal acid-base compensation,,,cerebral blood flow,,,West's Respiratory Physiology: The Essentials,,8,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,control of breathing,regulation of respiratory gaseous exchange,GO:0043576,chemoreflex control,regulation of respiratory gaseous exchange,GO:0043576,central and peripheral chemoreception,,,,,,,,,,,,,,,"the carotid body has the highest blood flow per gram of any tissue, so it samples arterial rather than local metabolic conditions",Carotid body glomus cells transduce arterial blood gas composition into afferent nerve traffic,cell,carotid body,carotid body,UBERON:0001256,glomus cell,type I cell of carotid body,CL:0002292,,,,does,X secretion,neurotransmitter,,,,,,,,,,ATP and dopamine release onto carotid sinus nerve afferents; the carotid bodies are the sole significant sensor of arterial hypoxaemia,seconds,,paracrine,arterial PCO2,Carbon dioxide [Partial pressure] in Arterial blood,LOINC:2019-8,arterial PO2,Oxygen [Partial pressure] in Arterial blood,LOINC:2703-7,arterial pH,pH of Arterial blood,LOINC:2744-1,respiratory rate,Respiratory rate,LOINC:9279-1,brainstem respiratory centres,,,acid-base homeostasis,regulation of pH,GO:0006885,renal acid-base compensation,,,cerebral blood flow,,,West's Respiratory Physiology: The Essentials,,8,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,control of breathing,regulation of respiratory gaseous exchange,GO:0043576,chemoreflex control,regulation of respiratory gaseous exchange,GO:0043576,central and peripheral chemoreception,,,,,,,,,,,,,,,,,cell,carotid body,carotid body,UBERON:0001256,glomus cell,type I cell of carotid body,CL:0002292,arterial oxygen partial pressure,,,decreases,X secretion,neurotransmitter,,,,,,,,,,oxygen-sensitive potassium channel inhibition depolarises the cell; firing rises steeply below a PaO2 of 60 mmHg,seconds,circulatory,paracrine,arterial PCO2,Carbon dioxide [Partial pressure] in Arterial blood,LOINC:2019-8,arterial PO2,Oxygen [Partial pressure] in Arterial blood,LOINC:2703-7,arterial pH,pH of Arterial blood,LOINC:2744-1,respiratory rate,Respiratory rate,LOINC:9279-1,brainstem respiratory centres,,,acid-base homeostasis,regulation of pH,GO:0006885,renal acid-base compensation,,,cerebral blood flow,,,West's Respiratory Physiology: The Essentials,,8,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,control of breathing,regulation of respiratory gaseous exchange,GO:0043576,chemoreflex control,regulation of respiratory gaseous exchange,GO:0043576,central and peripheral chemoreception,,,,,,,,,,,,,,,,,cell,carotid body,carotid body,UBERON:0001256,glomus cell,type I cell of carotid body,CL:0002292,arterial carbon dioxide partial pressure,,,increases,X secretion,neurotransmitter,,,,,,,,,,"accounts for roughly 20% of the total ventilatory response to CO2, with faster onset than the central response",seconds,circulatory,paracrine,arterial PCO2,Carbon dioxide [Partial pressure] in Arterial blood,LOINC:2019-8,arterial PO2,Oxygen [Partial pressure] in Arterial blood,LOINC:2703-7,arterial pH,pH of Arterial blood,LOINC:2744-1,respiratory rate,Respiratory rate,LOINC:9279-1,brainstem respiratory centres,,,acid-base homeostasis,regulation of pH,GO:0006885,renal acid-base compensation,,,cerebral blood flow,,,West's Respiratory Physiology: The Essentials,,8,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,control of breathing,regulation of respiratory gaseous exchange,GO:0043576,chemoreflex control,regulation of respiratory gaseous exchange,GO:0043576,central and peripheral chemoreception,,,,,,,,,,,,,,,,,cell,carotid body,carotid body,UBERON:0001256,glomus cell,type I cell of carotid body,CL:0002292,hydrogen ion,,,increases,X secretion,neurotransmitter,,,,,,,,,,hypoxia and acidosis potentiate one another rather than simply summing,seconds,circulatory,paracrine,arterial PCO2,Carbon dioxide [Partial pressure] in Arterial blood,LOINC:2019-8,arterial PO2,Oxygen [Partial pressure] in Arterial blood,LOINC:2703-7,arterial pH,pH of Arterial blood,LOINC:2744-1,respiratory rate,Respiratory rate,LOINC:9279-1,brainstem respiratory centres,,,acid-base homeostasis,regulation of pH,GO:0006885,renal acid-base compensation,,,cerebral blood flow,,,West's Respiratory Physiology: The Essentials,,8,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,control of breathing,regulation of respiratory gaseous exchange,GO:0043576,reflex and behavioural control,regulation of respiratory gaseous exchange by nervous system process,GO:0002087,mechanoreceptor and higher control,,,,,,,,,,,,,,,the reflex is prominent in neonates and during mechanical ventilation with large tidal volumes,Vagal stretch receptor feedback terminates inspiration when the lung is sufficiently inflated,organ system,lung,lung,UBERON:0002048,respiratory system,,,lung inflation,,,decreases,transport of X from Y to Z,air,,,atmosphere,,,alveolus,,,,"Hering-Breuer inflation reflex, carried by slowly adapting vagal stretch receptors; in adults it is largely quiescent below tidal volumes of about 1 L",seconds,intra-organ,systemic,tidal volume,Tidal volume.inspired,LOINC:76221-1,respiratory rate,Respiratory rate,LOINC:9279-1,airway resistance,Airway resistance,LOINC:75946-4,,,,brainstem respiratory centres,,,vagal afferents,,,cerebral cortex,,,,,,West's Respiratory Physiology: The Essentials,,8,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,control of breathing,regulation of respiratory gaseous exchange,GO:0043576,reflex and behavioural control,regulation of respiratory gaseous exchange by nervous system process,GO:0002087,mechanoreceptor and higher control,,,,,,,,,,,,,,,rapidly adapting irritant receptors also trigger reflex bronchoconstriction and mucus secretion,"Irritant receptor activation triggers the cough reflex, expelling airway contents",organ,bronchus,bronchus,UBERON:0002185,bronchus,,,airway irritant,,,increases,X export,airway contents,,,,,,,,,,"cough: deep inspiration, glottic closure against a forced expiratory effort, then explosive release at flows approaching 10 L/s",seconds,intra-organ,intra-organ,tidal volume,Tidal volume.inspired,LOINC:76221-1,respiratory rate,Respiratory rate,LOINC:9279-1,airway resistance,Airway resistance,LOINC:75946-4,,,,brainstem respiratory centres,,,vagal afferents,,,cerebral cortex,,,,,,West's Respiratory Physiology: The Essentials,,8,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,control of breathing,regulation of respiratory gaseous exchange,GO:0043576,reflex and behavioural control,regulation of respiratory gaseous exchange by nervous system process,GO:0002087,mechanoreceptor and higher control,,,,,,,,,,,,,,,,,cell,bronchus,bronchus,UBERON:0002185,smooth muscle cell,smooth muscle cell,CL:0000192,airway irritant,,,increases,contraction X,force,,,,,,,,,,"reflex bronchoconstriction accompanies cough on exposure to smoke, cold air or noxious gases",seconds,intra-organ,intra-organ,tidal volume,Tidal volume.inspired,LOINC:76221-1,respiratory rate,Respiratory rate,LOINC:9279-1,airway resistance,Airway resistance,LOINC:75946-4,,,,brainstem respiratory centres,,,vagal afferents,,,cerebral cortex,,,,,,West's Respiratory Physiology: The Essentials,,8,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,control of breathing,regulation of respiratory gaseous exchange,GO:0043576,reflex and behavioural control,regulation of respiratory gaseous exchange by nervous system process,GO:0002087,mechanoreceptor and higher control,,,,,,,,,,,,,,,,,cell,diaphragm,diaphragm,UBERON:0001103,skeletal muscle fiber,,,pulmonary interstitial congestion,,,increases,contraction X,frequency,,,,,,,,,,juxtacapillary J receptor activation produces the rapid shallow breathing of pulmonary oedema and interstitial disease,seconds,intra-organ,systemic,tidal volume,Tidal volume.inspired,LOINC:76221-1,respiratory rate,Respiratory rate,LOINC:9279-1,airway resistance,Airway resistance,LOINC:75946-4,,,,brainstem respiratory centres,,,vagal afferents,,,cerebral cortex,,,,,,West's Respiratory Physiology: The Essentials,,8,,,,,,,,,,,,,,,,,,,,,,,
